#ROUND;DATE;HOUR;HOME-TEAM;SCORE;AWAY-TEAM
1;29/03/2003;18:00;Guarani/SP;4x2;Vasco/RJ
1;29/03/2003;18:00;Atlético/PR;2x0;Grêmio/RS
1;30/03/2003;18:00;Goiás/GO;2x2;Paysandu/PA
1;30/03/2003;18:00;Corinthians/SP;0x3;Atlético/MG
1;30/03/2003;16:00;Flamengo/RJ;1x1;Coritiba/PR
1;30/03/2003;16:00;Criciúma/SC;2x0;Fluminense/RJ
1;30/03/2003;16:00;Juventude/RS;2x2;São Paulo/SP
1;30/03/2003;16:00;Fortaleza/CE;0x0;Bahia/BA
1;30/03/2003;16:00;Vitória/BA;1x1;Figueirense/SC
1;30/03/2003;16:00;Cruzeiro/MG;2x2;São Caetano/SP
1;30/03/2003;16:00;Internacional/RS;1x1;Ponte Preta/SP
1;30/03/2003;16:00;Santos/SP;2x2;Paraná/PR
1;05/04/2003;16:00;Fluminense/RJ;1x1;Fortaleza/CE
1;05/04/2003;16:00;Atlético/MG;0x0;Santos/SP
1;05/04/2003;18:00;Grêmio/RS;3x1;Guarani/SP
1;05/04/2003;16:00;Coritiba/PR;0x1;Internacional/RS
1;06/04/2003;16:00;Bahia/BA;1x2;Flamengo/RJ
1;06/04/2003;18:00;Vasco/RJ;6x4;Goiás/GO
1;06/04/2003;16:00;Figueirense/SC;3x3;Corinthians/SP
1;06/04/2003;18:00;São Paulo/SP;2x4;Cruzeiro/MG
1;06/04/2003;16:00;Paysandu/PA;1x2;Vitória/BA
1;06/04/2003;16:00;Ponte Preta/SP;1x0;Juventude/RS
1;06/04/2003;17:00;Paraná/PR;3x0;Atlético/PR
1;06/04/2003;16:00;São Caetano/SP;3x2;Criciúma/SC
1;09/04/2003;21:40;Paysandu/PA;2x1;Santos/SP
1;12/04/2003;16:00;Internacional/RS;2x0;Bahia/BA
1;12/04/2003;16:00;Atlético/PR;1x2;Atlético/MG
1;12/04/2003;16:00;Santos/SP;2x0;Figueirense/SC
1;12/04/2003;18:00;Corinthians/SP;6x1;Paysandu/PA
1;13/04/2003;18:00;Cruzeiro/MG;3x0;Ponte Preta/SP
1;13/04/2003;18:00;Flamengo/RJ;4x1;Fluminense/RJ
1;13/04/2003;16:00;Criciúma/SC;1x1;São Paulo/SP
1;13/04/2003;16:00;Vitória/BA;2x1;Vasco/RJ
1;13/04/2003;16:00;Fortaleza/CE;1x1;São Caetano/SP
1;13/04/2003;16:00;Juventude/RS;2x1;Coritiba/PR
1;13/04/2003;16:00;Guarani/SP;2x0;Paraná/PR
1;13/04/2003;16:00;Goiás/GO;1x1;Grêmio/RS
1;16/04/2003;21:40;São Caetano/SP;1x1;Flamengo/RJ
1;16/04/2003;21:40;Vasco/RJ;2x2;Corinthians/SP
1;16/04/2003;20:30;Bahia/BA;3x1;Juventude/RS
1;16/04/2003;21:40;Grêmio/RS;2x1;Vitória/BA
1;16/04/2003;21:40;Coritiba/PR;3x4;Cruzeiro/MG
1;16/04/2003;21:40;Atlético/MG;3x2;Guarani/SP
1;16/04/2003;21:40;Figueirense/SC;1x1;Atlético/PR
1;16/04/2003;21:40;Ponte Preta/SP;1x1;Criciúma/SC
1;17/04/2003;20:30;Fluminense/RJ;3x1;Internacional/RS
1;17/04/2003;20:30;Paraná/PR;3x1;Goiás/GO
1;17/04/2003;20:30;São Paulo/SP;3x1;Fortaleza/CE
1;19/04/2003;18:00;Flamengo/RJ;0x2;Santos/SP
1;19/04/2003;18:00;São Caetano/SP;1x1;Grêmio/RS
1;19/04/2003;16:00;Bahia/BA;2x4;Atlético/MG
1;20/04/2003;16:00;São Paulo/SP;3x1;Vasco/RJ
1;20/04/2003;18:00;Fluminense/RJ;0x0;Paraná/PR
1;20/04/2003;18:00;Cruzeiro/MG;4x1;Goiás/GO
1;20/04/2003;16:00;Internacional/RS;2x1;Corinthians/SP
1;20/04/2003;16:00;Ponte Preta/SP;4x4;Paysandu/PA
1;20/04/2003;16:00;Fortaleza/CE;1x0;Atlético/PR
1;20/04/2003;16:00;Juventude/RS;1x1;Vitória/BA
1;20/04/2003;16:00;Coritiba/PR;1x0;Figueirense/SC
1;20/04/2003;16:00;Criciúma/SC;1x0;Guarani/SP
1;26/04/2003;17:00;Paraná/PR;3x1;Bahia/BA
1;26/04/2003;18:00;Guarani/SP;1x1;Cruzeiro/MG
1;26/04/2003;16:00;Vitória/BA;0x3;Internacional/RS
1;26/04/2003;16:00;Atlético/MG;1x2;Coritiba/PR
1;27/04/2003;16:00;Grêmio/RS;0x1;Fluminense/RJ
1;27/04/2003;16:00;Corinthians/SP;1x1;Flamengo/RJ
1;27/04/2003;18:00;Vasco/RJ;1x0;São Caetano/SP
1;27/04/2003;16:00;Goiás/GO;7x0;Juventude/RS
1;27/04/2003;18:00;Paysandu/PA;5x1;São Paulo/SP
1;27/04/2003;16:00;Santos/SP;4x0;Fortaleza/CE
1;27/04/2003;16:00;Atlético/PR;5x2;Criciúma/SC
1;27/04/2003;16:00;Figueirense/SC;0x0;Ponte Preta/SP
1;03/05/2003;16:00;Flamengo/RJ;2x1;Vitória/BA
1;03/05/2003;16:00;Bahia/BA;2x1;Grêmio/RS
1;03/05/2003;18:00;Cruzeiro/MG;5x2;Atlético/PR
1;04/05/2003;18:00;Fluminense/RJ;0x0;Vasco/RJ
1;04/05/2003;16:00;Fortaleza/CE;1x2;Corinthians/SP
1;04/05/2003;16:00;São Paulo/SP;3x2;Figueirense/SC
1;04/05/2003;16:00;São Caetano/SP;2x0;Paysandu/PA
1;04/05/2003;16:00;Internacional/RS;2x1;Goiás/GO
1;04/05/2003;16:00;Ponte Preta/SP;2x1;Atlético/MG
1;04/05/2003;16:00;Juventude/RS;1x1;Guarani/SP
1;04/05/2003;16:00;Coritiba/PR;2x1;Paraná/PR
1;04/05/2003;18:00;Criciúma/SC;1x3;Santos/SP
1;10/05/2003;16:00;Goiás/GO;1x1;Flamengo/RJ
1;10/05/2003;18:00;Corinthians/SP;3x0;Criciúma/SC
1;10/05/2003;16:00;Santos/SP;0x2;Cruzeiro/MG
1;10/05/2003;17:00;Paraná/PR;3x2;Ponte Preta/SP
1;11/05/2003;18:00;Grêmio/RS;1x0;Coritiba/PR
1;11/05/2003;18:00;Guarani/SP;3x0;Internacional/RS
1;11/05/2003;16:00;Vasco/RJ;1x1;Bahia/BA
1;11/05/2003;16:00;Paysandu/PA;2x2;Fluminense/RJ
1;11/05/2003;16:00;Atlético/MG;2x2;São Paulo/SP
1;11/05/2003;16:00;Vitória/BA;2x1;Fortaleza/CE
1;11/05/2003;16:00;Atlético/PR;2x0;Juventude/RS
1;11/05/2003;16:00;Figueirense/SC;3x0;São Caetano/SP
1;17/05/2003;16:00;Fluminense/RJ;3x0;Figueirense/SC
1;17/05/2003;18:00;São Caetano/SP;2x0;Atlético/MG
1;17/05/2003;18:00;Juventude/RS;1x1;Santos/SP
1;18/05/2003;18:00;São Paulo/SP;2x0;Paraná/PR
1;18/05/2003;18:00;Flamengo/RJ;1x1;Guarani/SP
1;18/05/2003;16:00;Bahia/BA;2x0;Paysandu/PA
1;18/05/2003;16:00;Coritiba/PR;1x1;Vasco/RJ
1;18/05/2003;16:00;Fortaleza/CE;1x0;Goiás/GO
1;18/05/2003;16:00;Cruzeiro/MG;1x1;Corinthians/SP
1;18/05/2003;16:00;Ponte Preta/SP;2x1;Grêmio/RS
1;18/05/2003;16:00;Criciúma/SC;1x1;Vitória/BA
1;18/05/2003;16:00;Internacional/RS;1x1;Atlético/PR
1;24/05/2003;16:00;Atlético/MG;3x0;Fluminense/RJ
1;24/05/2003;16:00;Corinthians/SP;3x0;Juventude/RS
1;24/05/2003;18:00;Vasco/RJ;1x0;Ponte Preta/SP
1;24/05/2003;15:30;Paraná/PR;1x1;São Caetano/SP
1;25/05/2003;16:00;Atlético/PR;4x1;Flamengo/RJ
1;25/05/2003;16:00;Paysandu/PA;1x3;Coritiba/PR
1;25/05/2003;16:00;Goiás/GO;0x2;Criciúma/SC
1;25/05/2003;16:00;Grêmio/RS;1x2;São Paulo/SP
1;25/05/2003;16:00;Guarani/SP;2x1;Fortaleza/CE
1;25/05/2003;16:00;Figueirense/SC;1x0;Bahia/BA
1;25/05/2003;18:00;Vitória/BA;2x1;Cruzeiro/MG
1;25/05/2003;18:00;Santos/SP;2x1;Internacional/RS
1;31/05/2003;16:00;Fluminense/RJ;2x1;Atlético/PR
1;31/05/2003;18:00;Internacional/RS;2x1;Paysandu/PA
1;31/05/2003;16:00;Cruzeiro/MG;2x0;Criciúma/SC
1;31/05/2003;16:00;Coritiba/PR;3x2;Guarani/SP
1;31/05/2003;16:00;Ponte Preta/SP;0x0;São Caetano/SP
1;01/06/2003;16:00;Paraná/PR;6x2;Flamengo/RJ
1;01/06/2003;18:00;Vasco/RJ;2x2;Atlético/MG
1;01/06/2003;16:00;Bahia/BA;2x1;Goiás/GO
1;01/06/2003;18:00;Corinthians/SP;4x0;Vitória/BA
1;01/06/2003;16:00;Santos/SP;3x2;São Paulo/SP
1;01/06/2003;16:00;Fortaleza/CE;3x1;Juventude/RS
1;01/06/2003;16:00;Figueirense/SC;2x1;Grêmio/RS
1;07/06/2003;16:00;Vitória/BA;2x1;Fluminense/RJ
1;07/06/2003;16:00;Guarani/SP;1x2;Santos/SP
1;07/06/2003;16:00;Grêmio/RS;3x1;Fortaleza/CE
1;07/06/2003;18:00;Atlético/MG;1x1;Figueirense/SC
1;08/06/2003;18:00;Criciúma/SC;1x0;Internacional/RS
1;08/06/2003;16:00;Juventude/RS;0x0;Vasco/RJ
1;08/06/2003;18:00;São Paulo/SP;2x2;Bahia/BA
1;08/06/2003;16:00;Goiás/GO;1x2;Coritiba/PR
1;08/06/2003;16:00;São Caetano/SP;1x0;Corinthians/SP
1;08/06/2003;16:00;Paysandu/PA;3x0;Paraná/PR
1;08/06/2003;16:00;Atlético/PR;4x2;Ponte Preta/SP
1;14/06/2003;18:00;Coritiba/PR;2x0;Atlético/PR
1;14/06/2003;16:00;Fluminense/RJ;2x3;Goiás/GO
1;14/06/2003;16:00;Ponte Preta/SP;0x2;Guarani/SP
1;15/06/2003;18:00;Vasco/RJ;1x2;Flamengo/RJ
1;15/06/2003;18:00;Bahia/BA;2x1;Vitória/BA
1;15/06/2003;16:00;Corinthians/SP;1x2;São Paulo/SP
1;15/06/2003;16:00;Fortaleza/CE;1x2;Paysandu/PA
1;15/06/2003;16:00;Paraná/PR;1x2;Juventude/RS
1;15/06/2003;18:00;Cruzeiro/MG;0x0;Atlético/MG
1;15/06/2003;16:00;Grêmio/RS;0x0;Internacional/RS
1;15/06/2003;16:00;Santos/SP;0x1;São Caetano/SP
1;15/06/2003;16:00;Criciúma/SC;1x0;Figueirense/SC
1;18/06/2003;20:30;Flamengo/RJ;3x0;Cruzeiro/MG
1;19/06/2003;16:00;Bahia/BA;2x2;Coritiba/PR
1;21/06/2003;16:00;Vasco/RJ;2x0;Criciúma/SC
1;21/06/2003;16:00;Atlético/MG;3x2;Grêmio/RS
1;21/06/2003;18:00;São Paulo/SP;1x0;Goiás/GO
1;21/06/2003;16:00;Internacional/RS;2x1;Paraná/PR
1;22/06/2003;16:00;Paysandu/PA;2x2;Flamengo/RJ
1;22/06/2003;18:00;Fluminense/RJ;5x2;Guarani/SP
1;22/06/2003;16:00;Ponte Preta/SP;3x3;Corinthians/SP
1;22/06/2003;16:00;Figueirense/SC;2x2;Fortaleza/CE
1;22/06/2003;16:00;São Caetano/SP;2x1;Vitória/BA
1;22/06/2003;16:00;Juventude/RS;0x1;Cruzeiro/MG
1;28/06/2003;18:00;Flamengo/RJ;0x2;Figueirense/SC
1;28/06/2003;16:00;Fortaleza/CE;0x1;Vasco/RJ
1;28/06/2003;16:00;Coritiba/PR;2x0;São Caetano/SP
1;28/06/2003;16:00;Grêmio/RS;1x4;Juventude/RS
1;28/06/2003;16:00;Santos/SP;4x0;Bahia/BA
1;29/06/2003;16:00;Corinthians/SP;1x0;Fluminense/RJ
1;29/06/2003;16:00;Guarani/SP;0x1;São Paulo/SP
1;29/06/2003;16:00;Criciúma/SC;2x0;Paysandu/PA
1;29/06/2003;16:00;Vitória/BA;1x0;Atlético/PR
1;29/06/2003;18:00;Paraná/PR;1x1;Atlético/MG
1;29/06/2003;18:00;Cruzeiro/MG;3x2;Internacional/RS
1;05/07/2003;18:00;Atlético/MG;3x2;Paysandu/PA
1;05/07/2003;16:00;Vasco/RJ;1x4;Paraná/PR
1;05/07/2003;16:00;São Paulo/SP;1x1;São Caetano/SP
1;05/07/2003;16:00;Figueirense/SC;1x0;Cruzeiro/MG
1;06/07/2003;16:00;Juventude/RS;1x1;Internacional/RS
1;06/07/2003;16:00;Grêmio/RS;2x0;Flamengo/RJ
1;06/07/2003;18:00;Fluminense/RJ;1x0;Bahia/BA
1;06/07/2003;16:00;Guarani/SP;3x2;Goiás/GO
1;06/07/2003;16:00;Atlético/PR;3x1;Corinthians/SP
1;06/07/2003;16:00;Fortaleza/CE;0x1;Criciúma/SC
1;06/07/2003;16:00;Vitória/BA;1x4;Ponte Preta/SP
1;06/07/2003;18:00;Santos/SP;3x1;Coritiba/PR
1;09/07/2003;20:30;Cruzeiro/MG;2x0;Fortaleza/CE
1;09/07/2003;20:30;Bahia/BA;2x0;Guarani/SP
1;09/07/2003;20:30;São Caetano/SP;0x0;Atlético/PR
1;09/07/2003;20:30;Flamengo/RJ;2x1;Juventude/RS
1;09/07/2003;21:40;Internacional/RS;2x1;Vasco/RJ
1;09/07/2003;20:30;Goiás/GO;1x1;Vitória/BA
1;09/07/2003;21:40;Coritiba/PR;0x2;São Paulo/SP
1;09/07/2003;20:30;Paysandu/PA;1x0;Figueirense/SC
1;09/07/2003;16:00;Corinthians/SP;1x1;Santos/SP
1;10/07/2003;20:30;Paraná/PR;3x1;Grêmio/RS
1;10/07/2003;20:30;Ponte Preta/SP;3x0;Fluminense/RJ
1;10/07/2003;20:30;Criciúma/SC;1x0;Atlético/MG
1;12/07/2003;16:00;Atlético/PR;0x0;Goiás/GO
1;12/07/2003;18:00;Vasco/RJ;0x2;Paysandu/PA
1;12/07/2003;16:00;Fortaleza/CE;3x0;Internacional/RS
1;13/07/2003;18:00;Grêmio/RS;0x1;Cruzeiro/MG
1;13/07/2003;16:00;Atlético/MG;1x0;Flamengo/RJ
1;13/07/2003;16:00;Ponte Preta/SP;1x0;Bahia/BA
1;13/07/2003;18:00;Vitória/BA;2x0;Santos/SP
1;13/07/2003;16:00;Corinthians/SP;0x1;Coritiba/PR
1;13/07/2003;16:00;Criciúma/SC;3x0;Juventude/RS
1;13/07/2003;16:00;Figueirense/SC;4x2;Paraná/PR
1;13/07/2003;16:00;São Caetano/SP;0x2;Guarani/SP
1;13/07/2003;16:00;Fluminense/RJ;1x3;São Paulo/SP
1;16/07/2003;21:40;Santos/SP;2x1;Ponte Preta/SP
1;16/07/2003;20:30;Flamengo/RJ;0x2;Fortaleza/CE
1;16/07/2003;21:40;Cruzeiro/MG;4x1;Vasco/RJ
1;16/07/2003;20:30;Coritiba/PR;3x0;Fluminense/RJ
1;16/07/2003;20:30;Goiás/GO;1x1;Corinthians/SP
1;16/07/2003;20:30;Bahia/BA;0x0;São Caetano/SP
1;16/07/2003;20:30;Guarani/SP;2x2;Vitória/BA
1;16/07/2003;20:30;Internacional/RS;3x3;Atlético/MG
1;16/07/2003;20:30;Juventude/RS;1x2;Figueirense/SC
1;17/07/2003;20:30;Paysandu/PA;1x1;Grêmio/RS
1;17/07/2003;20:30;São Paulo/SP;2x0;Atlético/PR
1;19/07/2003;16:00;Fluminense/RJ;1x4;Santos/SP
1;19/07/2003;16:00;Corinthians/SP;1x0;Guarani/SP
1;19/07/2003;18:00;Internacional/RS;3x0;Figueirense/SC
1;19/07/2003;20:30;Fortaleza/CE;4x3;Atlético/MG
1;20/07/2003;16:00;Juventude/RS;2x0;Paysandu/PA
1;20/07/2003;16:00;Atlético/PR;2x1;Bahia/BA
1;20/07/2003;16:00;Cruzeiro/MG;5x1;Paraná/PR
1;20/07/2003;16:00;Ponte Preta/SP;1x1;Coritiba/PR
1;20/07/2003;16:00;Criciúma/SC;4x3;Flamengo/RJ
1;20/07/2003;16:00;Goiás/GO;2x1;São Caetano/SP
1;20/07/2003;16:00;Vitória/BA;0x2;São Paulo/SP
1;20/07/2003;18:00;Vasco/RJ;2x0;Grêmio/RS
1;23/07/2003;21:40;Figueirense/SC;0x0;Vasco/RJ
1;23/07/2003;20:30;Atlético/MG;2x1;Juventude/RS
1;23/07/2003;20:30;Guarani/SP;1x0;Atlético/PR
1;23/07/2003;21:40;Santos/SP;3x3;Goiás/GO
1;23/07/2003;21:40;Bahia/BA;0x0;Corinthians/SP
1;23/07/2003;20:30;Paraná/PR;4x1;Fortaleza/CE
1;23/07/2003;20:30;Paysandu/PA;3x0;Cruzeiro/MG
1;24/07/2003;20:30;Coritiba/PR;1x1;Vitória/BA
1;24/07/2003;20:30;São Paulo/SP;1x2;Ponte Preta/SP
1;24/07/2003;20:30;Flamengo/RJ;2x1;Internacional/RS
1;24/07/2003;20:30;São Caetano/SP;2x0;Fluminense/RJ
1;24/07/2003;20:30;Grêmio/RS;0x2;Criciúma/SC
1;26/07/2003;16:00;Santos/SP;2x1;Vasco/RJ
1;24/07/2003;16:00;Goiás/GO;1x1;Atlético/MG
1;24/07/2003;16:00;Atlético/PR;1x1;Paysandu/PA
1;27/07/2003;18:00;Internacional/RS;0x0;São Caetano/SP
1;27/07/2003;09:00;Fortaleza/CE;2x3;Ponte Preta/SP
1;27/07/2003;16:00;Cruzeiro/MG;5x2;Bahia/BA
1;27/07/2003;16:00;Vitória/BA;0x3;Paraná/PR
1;27/07/2003;16:00;Criciúma/SC;2x3;Coritiba/PR
1;27/07/2003;16:00;Guarani/SP;3x0;Figueirense/SC
1;27/07/2003;16:00;Flamengo/RJ;1x1;São Paulo/SP
1;27/07/2003;16:00;Juventude/RS;2x1;Fluminense/RJ
1;27/07/2003;16:00;Corinthians/SP;1x0;Grêmio/RS
1;30/07/2003;20:30;Atlético/PR;0x2;Santos/SP
1;30/07/2003;20:30;Goiás/GO;0x0;Ponte Preta/SP
1;31/07/2003;20:30;Paraná/PR;2x1;Criciúma/SC
1;02/08/2003;16:00;Fluminense/RJ;2x2;Cruzeiro/MG
1;02/08/2003;18:00;São Caetano/SP;1x1;Juventude/RS
1;02/08/2003;18:00;São Paulo/SP;0x2;Internacional/RS
1;02/08/2003;16:00;Grêmio/RS;2x0;Santos/SP
1;03/08/2003;16:00;Figueirense/SC;0x1;Goiás/GO
1;03/08/2003;16:00;Paraná/PR;1x1;Corinthians/SP
1;03/08/2003;16:00;Paysandu/PA;6x1;Guarani/SP
1;03/08/2003;16:00;Coritiba/PR;1x1;Fortaleza/CE
1;03/08/2003;16:00;Bahia/BA;2x2;Criciúma/SC
1;03/08/2003;16:00;Ponte Preta/SP;1x1;Flamengo/RJ
1;03/08/2003;18:00;Vasco/RJ;2x1;Atlético/PR
1;03/08/2003;18:00;Atlético/MG;1x0;Vitória/BA
2;06/08/2003;21:40;Goiás/GO;3x1;Vasco/RJ
2;06/08/2003;21:40;Santos/SP;3x3;Atlético/MG
2;06/08/2003;21:40;Cruzeiro/MG;1x1;São Paulo/SP
2;06/08/2003;20:30;Vitória/BA;1x1;Paysandu/PA
2;06/08/2003;20:30;Atlético/PR;1x0;Paraná/PR
2;06/08/2003;20:30;Criciúma/SC;0x1;São Caetano/SP
2;06/08/2003;20:30;Fortaleza/CE;3x1;Fluminense/RJ
2;06/08/2003;20:30;Juventude/RS;0x0;Ponte Preta/SP
2;07/08/2003;15:00;Internacional/RS;1x0;Coritiba/PR
2;07/08/2003;20:30;Flamengo/RJ;6x0;Bahia/BA
2;07/08/2003;20:30;Corinthians/SP;0x1;Figueirense/SC
2;07/08/2003;20:30;Guarani/SP;2x0;Grêmio/RS
2;09/08/2003;16:00;Fluminense/RJ;1x1;Criciúma/SC
2;09/08/2003;18:00;São Paulo/SP;3x1;Juventude/RS
2;09/08/2003;16:00;São Caetano/SP;2x0;Cruzeiro/MG
2;09/08/2003;16:00;Paraná/PR;1x2;Santos/SP
2;10/08/2003;18:00;Grêmio/RS;1x1;Atlético/PR
2;10/08/2003;16:00;Paysandu/PA;2x2;Goiás/GO
2;10/08/2003;16:00;Ponte Preta/SP;1x4;Internacional/RS
2;10/08/2003;16:00;Coritiba/PR;5x0;Flamengo/RJ
2;10/08/2003;18:00;Vasco/RJ;0x0;Guarani/SP
2;10/08/2003;16:00;Atlético/MG;2x3;Corinthians/SP
2;10/08/2003;16:00;Bahia/BA;1x0;Fortaleza/CE
2;10/08/2003;16:00;Figueirense/SC;1x2;Vitória/BA
2;16/08/2003;16:00;Vasco/RJ;1x0;Vitória/BA
2;16/08/2003;16:00;Bahia/BA;1x3;Internacional/RS
2;16/08/2003;18:00;Atlético/MG;1x2;Atlético/PR
2;16/08/2003;16:00;Figueirense/SC;1x0;Santos/SP
2;16/08/2003;18:00;São Paulo/SP;0x0;Criciúma/SC
2;16/08/2003;16:00;Coritiba/PR;1x0;Juventude/RS
2;17/08/2003;16:00;Paysandu/PA;2x2;Corinthians/SP
2;17/08/2003;18:00;Fluminense/RJ;0x1;Flamengo/RJ
2;17/08/2003;16:00;São Caetano/SP;3x0;Fortaleza/CE
2;17/08/2003;16:00;Ponte Preta/SP;1x3;Cruzeiro/MG
2;17/08/2003;18:00;Grêmio/RS;0x1;Goiás/GO
2;17/08/2003;16:00;Paraná/PR;0x0;Guarani/SP
2;20/08/2003;20:30;Flamengo/RJ;1x0;São Caetano/SP
2;20/08/2003;21:40;Santos/SP;2x0;Paysandu/PA
2;20/08/2003;21:40;Corinthians/SP;0x0;Vasco/RJ
2;20/08/2003;20:30;Goiás/GO;1x0;Paraná/PR
2;20/08/2003;21:40;Fortaleza/CE;0x2;São Paulo/SP
2;20/08/2003;20:30;Juventude/RS;1x0;Bahia/BA
2;20/08/2003;20:30;Cruzeiro/MG;2x2;Coritiba/PR
2;20/08/2003;20:30;Atlético/PR;1x2;Figueirense/SC
2;20/08/2003;20:30;Vitória/BA;4x1;Grêmio/RS
2;21/08/2003;15:30;Internacional/RS;0x1;Fluminense/RJ
2;21/08/2003;20:30;Criciúma/SC;3x0;Ponte Preta/SP
2;21/08/2003;20:30;Guarani/SP;2x2;Atlético/MG
2;23/08/2003;16:00;Santos/SP;2x1;Flamengo/RJ
2;23/08/2003;19:00;Grêmio/RS;0x0;São Caetano/SP
2;23/08/2003;16:00;Atlético/PR;3x1;Fortaleza/CE
2;23/08/2003;16:00;Goiás/GO;1x0;Cruzeiro/MG
2;24/08/2003;16:00;Vasco/RJ;3x2;São Paulo/SP
2;24/08/2003;16:00;Paysandu/PA;3x2;Ponte Preta/SP
2;24/08/2003;16:00;Paraná/PR;2x0;Fluminense/RJ
2;24/08/2003;18:00;Corinthians/SP;3x1;Internacional/RS
2;24/08/2003;18:00;Atlético/MG;1x0;Bahia/BA
2;24/08/2003;16:00;Vitória/BA;3x0;Juventude/RS
2;24/08/2003;16:00;Figueirense/SC;1x2;Coritiba/PR
2;24/08/2003;16:00;Guarani/SP;1x0;Criciúma/SC
2;30/08/2003;16:00;Fluminense/RJ;2x0;Grêmio/RS
2;30/08/2003;16:00;Fortaleza/CE;0x0;Santos/SP
2;30/08/2003;18:00;Cruzeiro/MG;4x1;Guarani/SP
2;30/08/2003;18:00;São Paulo/SP;1x0;Paysandu/PA
2;30/08/2003;16:00;Internacional/RS;0x1;Vitória/BA
2;31/08/2003;16:00;São Caetano/SP;1x0;Vasco/RJ
2;31/08/2003;16:00;Juventude/RS;0x2;Goiás/GO
2;31/08/2003;16:00;Flamengo/RJ;1x0;Corinthians/SP
2;31/08/2003;18:00;Coritiba/PR;2x2;Atlético/MG
2;31/08/2003;18:00;Criciúma/SC;2x0;Atlético/PR
2;31/08/2003;16:00;Ponte Preta/SP;1x1;Figueirense/SC
2;31/08/2003;16:00;Bahia/BA;4x2;Paraná/PR
2;13/09/2003;18:00;Corinthians/SP;2x0;Fortaleza/CE
2;13/09/2003;18:00;Grêmio/RS;1x1;Bahia/BA
2;13/09/2003;16:00;Santos/SP;5x2;Criciúma/SC
2;13/09/2003;16:00;Atlético/PR;1x4;Cruzeiro/MG
2;14/09/2003;16:00;Vitória/BA;1x0;Flamengo/RJ
2;14/09/2003;18:00;Vasco/RJ;1x0;Fluminense/RJ
2;14/09/2003;16:00;Goiás/GO;3x1;Internacional/RS
2;14/09/2003;16:00;Figueirense/SC;2x2;São Paulo/SP
2;14/09/2003;18:00;Atlético/MG;2x0;Ponte Preta/SP
2;14/09/2003;16:00;Paysandu/PA;1x0;São Caetano/SP
2;14/09/2003;16:00;Guarani/SP;2x0;Juventude/RS
2;14/09/2003;16:00;Paraná/PR;2x3;Coritiba/PR
2;20/09/2003;18:00;Fluminense/RJ;1x1;Paysandu/PA
2;20/09/2003;18:00;Internacional/RS;2x0;Guarani/SP
2;20/09/2003;16:00;Cruzeiro/MG;3x0;Santos/SP
2;20/09/2003;16:00;Coritiba/PR;1x0;Grêmio/RS
2;21/09/2003;16:00;Bahia/BA;3x0;Vasco/RJ
2;21/09/2003;16:00;Criciúma/SC;1x0;Corinthians/SP
2;21/09/2003;16:00;Fortaleza/CE;1x0;Vitória/BA
2;21/09/2003;18:00;Flamengo/RJ;1x1;Goiás/GO
2;21/09/2003;16:00;Juventude/RS;4x0;Atlético/PR
2;21/09/2003;16:00;Ponte Preta/SP;4x0;Paraná/PR
2;21/09/2003;16:00;São Caetano/SP;0x2;Figueirense/SC
2;21/09/2003;18:00;São Paulo/SP;2x2;Atlético/MG
2;24/09/2003;21:40;Guarani/SP;5x3;Flamengo/RJ
2;24/09/2003;20:30;Goiás/GO;0x1;Fortaleza/CE
2;24/09/2003;21:40;Paraná/PR;4x2;São Paulo/SP
2;24/09/2003;20:30;Paysandu/PA;4x0;Bahia/BA
2;24/09/2003;20:30;Vitória/BA;1x1;Criciúma/SC
2;24/09/2003;20:30;Grêmio/RS;2x2;Ponte Preta/SP
2;24/09/2003;19:00;Atlético/PR;2x1;Internacional/RS
2;24/09/2003;21:40;Santos/SP;1x1;Juventude/RS
2;25/09/2003;20:30;Figueirense/SC;2x2;Fluminense/RJ
2;25/09/2003;20:30;Vasco/RJ;2x1;Coritiba/PR
2;25/09/2003;20:30;Atlético/MG;3x1;São Caetano/SP
2;25/09/2003;20:30;Corinthians/SP;0x1;Cruzeiro/MG
2;27/09/2003;16:00;Internacional/RS;1x0;Santos/SP
2;27/09/2003;18:00;Flamengo/RJ;2x1;Atlético/PR
2;27/09/2003;16:00;São Paulo/SP;3x1;Grêmio/RS
2;28/09/2003;18:00;Fluminense/RJ;0x1;Atlético/MG
2;28/09/2003;16:00;Fortaleza/CE;3x0;Guarani/SP
2;28/09/2003;16:00;Criciúma/SC;1x0;Goiás/GO
2;28/09/2003;17:00;Juventude/RS;6x1;Corinthians/SP
2;28/09/2003;17:00;Ponte Preta/SP;2x2;Vasco/RJ
2;28/09/2003;16:00;Bahia/BA;1x1;Figueirense/SC
2;28/09/2003;16:00;Cruzeiro/MG;1x0;Vitória/BA
2;28/09/2003;18:00;Coritiba/PR;1x0;Paysandu/PA
2;28/09/2003;16:00;São Caetano/SP;2x0;Paraná/PR
2;04/10/2003;16:00;Atlético/PR;0x0;Fluminense/RJ
2;04/10/2003;16:00;Paysandu/PA;0x0;Internacional/RS
2;04/10/2003;18:00;Grêmio/RS;3x1;Figueirense/SC
2;04/10/2003;16:00;São Caetano/SP;1x0;Ponte Preta/SP
2;04/10/2003;18:00;São Paulo/SP;1x2;Santos/SP
2;05/10/2003;16:00;Vitória/BA;1x2;Corinthians/SP
