#ROUND;DATE;HOUR;HOME-TEAM;SCORE;AWAY-TEAM
1;28/05/2006;16:00;Fluminense/RJ;1x0;Flamengo/RJ
1;28/05/2006;18:10;Vasco/RJ;1x1;São Paulo/SP
1;28/05/2006;18:10;Palmeiras/SP;0x1;Grêmio/RS
1;31/05/2006;19:30;Juventude/RS;0x1;Ponte Preta/SP
1;31/05/2006;19:30;Cruzeiro/MG;1x1;Atlético/PR
1;31/05/2006;19:30;Fortaleza/CE;1x1;Vasco/RJ
1;31/05/2006;20:30;São Caetano/SP;1x1;Internacional/RS
1;31/05/2006;21:45;Flamengo/RJ;2x1;Palmeiras/SP
1;31/05/2006;21:45;Grêmio/RS;1x0;Santos/SP
1;31/05/2006;21:45;São Paulo/SP;1x0;Fluminense/RJ
1;01/06/2006;20:30;Paraná/PR;3x0;Santa Cruz/PE
1;01/06/2006;20:30;Botafogo/RJ;2x3;Figueirense/SC
1;01/06/2006;20:30;Corinthians/SP;0x1;Goiás/GO
1;03/06/2006;16:00;Fluminense/RJ;2x3;Internacional/RS
1;03/06/2006;16:00;Fortaleza/CE;0x2;Cruzeiro/MG
1;03/06/2006;18:10;Grêmio/RS;1x1;São Caetano/SP
1;04/06/2006;16:00;Atlético/PR;2x0;Palmeiras/SP
1;04/06/2006;16:00;Vasco/RJ;2x1;Santa Cruz/PE
1;04/06/2006;16:00;Corinthians/SP;0x2;Flamengo/RJ
1;04/06/2006;16:00;Ponte Preta/SP;3x0;Figueirense/SC
1;04/06/2006;18:10;Goiás/GO;1x2;Paraná/PR
1;04/06/2006;18:10;Juventude/RS;1x1;São Paulo/SP
1;04/06/2006;18:10;Santos/SP;0x0;Botafogo/RJ
1;12/07/2006;19:30;Internacional/RS;2x0;Ponte Preta/SP
1;12/07/2006;19:30;Atlético/PR;0x0;Fortaleza/CE
1;12/07/2006;19:30;Fluminense/RJ;3x2;Juventude/RS
1;12/07/2006;20:30;São Paulo/SP;2x1;Grêmio/RS
1;12/07/2006;21:45;Figueirense/SC;2x1;Santos/SP
1;12/07/2006;21:45;São Caetano/SP;1x1;Botafogo/RJ
1;12/07/2006;21:45;Cruzeiro/MG;2x0;Corinthians/SP
1;13/07/2006;20:30;Santa Cruz/PE;2x1;Goiás/GO
1;13/07/2006;20:30;Flamengo/RJ;1x4;Paraná/PR
1;13/07/2006;20:30;Palmeiras/SP;4x2;Vasco/RJ
1;15/07/2006;16:00;Botafogo/RJ;4x1;Ponte Preta/SP
1;15/07/2006;18:10;São Paulo/SP;2x1;Figueirense/SC
1;16/07/2006;16:00;Grêmio/RS;4x4;Fluminense/RJ
1;16/07/2006;16:00;São Caetano/SP;2x0;Santos/SP
1;16/07/2006;16:00;Cruzeiro/MG;0x0;Goiás/GO
1;16/07/2006;16:00;Palmeiras/SP;1x0;Corinthians/SP
1;16/07/2006;18:10;Flamengo/RJ;0x1;Vasco/RJ
1;16/07/2006;18:10;Juventude/RS;2x0;Internacional/RS
1;16/07/2006;18:10;Paraná/PR;2x1;Atlético/PR
1;16/07/2006;18:10;Fortaleza/CE;1x4;Santa Cruz/PE
1;22/07/2006;16:00;Figueirense/SC;2x0;Grêmio/RS
1;22/07/2006;16:00;Paraná/PR;1x0;Cruzeiro/MG
1;22/07/2006;18:10;Corinthians/SP;2x2;Fortaleza/CE
1;22/07/2006;18:10;Fluminense/RJ;2x2;São Caetano/SP
1;23/07/2006;16:00;Ponte Preta/SP;1x3;São Paulo/SP
1;23/07/2006;16:00;Vasco/RJ;2x1;Atlético/PR
1;23/07/2006;16:00;Santa Cruz/PE;3x0;Flamengo/RJ
1;23/07/2006;18:10;Santos/SP;3x2;Juventude/RS
1;23/07/2006;18:10;Internacional/RS;0x0;Botafogo/RJ
1;23/07/2006;18:10;Goiás/GO;1x3;Palmeiras/SP
1;29/07/2006;16:00;Juventude/RS;1x0;Figueirense/SC
1;29/07/2006;18:10;São Caetano/SP;1x1;Ponte Preta/SP
1;29/07/2006;18:10;Palmeiras/SP;4x2;Paraná/PR
1;30/07/2006;16:00;Atlético/PR;1x0;Flamengo/RJ
1;30/07/2006;16:00;Vasco/RJ;1x0;Cruzeiro/MG
1;30/07/2006;16:00;Santa Cruz/PE;1x0;Corinthians/SP
1;30/07/2006;16:00;São Paulo/SP;0x4;Santos/SP
1;30/07/2006;18:10;Fluminense/RJ;1x1;Botafogo/RJ
1;30/07/2006;18:10;Internacional/RS;0x0;Grêmio/RS
1;30/07/2006;18:10;Goiás/GO;1x1;Fortaleza/CE
1;05/08/2006;16:00;Grêmio/RS;1x0;Juventude/RS
1;05/08/2006;16:00;Figueirense/SC;1x1;São Caetano/SP
1;05/08/2006;18:10;Flamengo/RJ;1x0;Goiás/GO
1;05/08/2006;18:10;Corinthians/SP;2x1;Atlético/PR
1;06/08/2006;16:00;Botafogo/RJ;1x1;São Paulo/SP
1;06/08/2006;16:00;Santos/SP;2x1;Internacional/RS
1;06/08/2006;16:00;Paraná/PR;2x1;Vasco/RJ
1;06/08/2006;18:10;Ponte Preta/SP;3x0;Fluminense/RJ
1;06/08/2006;18:10;Cruzeiro/MG;3x3;Santa Cruz/PE
1;06/08/2006;18:10;Fortaleza/CE;0x0;Palmeiras/SP
1;12/08/2006;16:00;Juventude/RS;0x0;Vasco/RJ
1;12/08/2006;16:00;São Caetano/SP;2x0;Santa Cruz/PE
1;12/08/2006;18:10;Flamengo/RJ;0x0;Ponte Preta/SP
1;12/08/2006;18:10;Corinthians/SP;1x3;Figueirense/SC
1;13/08/2006;16:00;Botafogo/RJ;1x3;Palmeiras/SP
1;13/08/2006;16:00;Grêmio/RS;2x0;Atlético/PR
1;13/08/2006;16:00;Cruzeiro/MG;2x3;Fluminense/RJ
1;13/08/2006;18:10;Fortaleza/CE;1x2;Internacional/RS
1;13/08/2006;18:10;São Paulo/SP;2x1;Goiás/GO
1;13/08/2006;18:10;Paraná/PR;1x1;Santos/SP
1;16/08/2006;19:30;Ponte Preta/SP;1x3;Fortaleza/CE
1;16/08/2006;19:30;Vasco/RJ;1x2;São Caetano/SP
1;16/08/2006;19:30;Santa Cruz/PE;2x4;Grêmio/RS
1;16/08/2006;20:30;Goiás/GO;2x2;Botafogo/RJ
1;16/08/2006;22:00;Figueirense/SC;1x1;Flamengo/RJ
1;17/08/2006;20:30;Santos/SP;2x0;Cruzeiro/MG
1;16/08/2006;22:00;Fluminense/RJ;1x2;Corinthians/SP
1;30/09/2006;16:00;Internacional/RS;3x2;Paraná/PR
1;30/09/2006;20:30;Atlético/PR;0x0;São Paulo/SP
1;17/08/2006;20:30;Palmeiras/SP;1x1;Juventude/RS
1;19/08/2006;16:00;Ponte Preta/SP;3x2;Goiás/GO
1;19/08/2006;18:10;Flamengo/RJ;1x0;Grêmio/RS
1;20/08/2006;16:00;Fluminense/RJ;1x1;Santa Cruz/PE
1;20/08/2006;16:00;Santos/SP;0x2;Vasco/RJ
1;20/08/2006;16:00;Cruzeiro/MG;2x2;São Paulo/SP
1;20/08/2006;16:00;Fortaleza/CE;4x1;Juventude/RS
1;20/08/2006;18:10;Figueirense/SC;3x3;Atlético/PR
1;20/08/2006;18:10;Paraná/PR;1x0;São Caetano/SP
1;20/08/2006;18:10;Internacional/RS;1x1;Palmeiras/SP
1;20/08/2006;18:10;Corinthians/SP;1x0;Botafogo/RJ
1;24/08/2006;19:30;Grêmio/RS;4x1;Fortaleza/CE
1;23/08/2006;19:30;Goiás/GO;2x2;Internacional/RS
1;23/08/2006;19:30;Palmeiras/SP;3x0;Fluminense/RJ
1;23/08/2006;20:30;Botafogo/RJ;1x0;Cruzeiro/MG
1;23/08/2006;22:00;Santa Cruz/PE;1x1;Santos/SP
1;23/08/2006;22:00;Juventude/RS;0x0;Corinthians/SP
1;23/08/2006;22:00;São Caetano/SP;2x2;Flamengo/RJ
1;24/08/2006;20:30;São Paulo/SP;3x2;Paraná/PR
1;23/08/2006;19:30;Atlético/PR;3x0;Ponte Preta/SP
1;24/08/2006;20:30;Vasco/RJ;3x1;Figueirense/SC
2;26/08/2006;16:00;Fluminense/RJ;1x2;Atlético/PR
2;26/08/2006;18:10;Santos/SP;2x1;Goiás/GO
2;26/08/2006;18:10;Cruzeiro/MG;3x0;São Caetano/SP
2;27/08/2006;16:00;Internacional/RS;1x2;Vasco/RJ
2;27/08/2006;16:00;Flamengo/RJ;1x1;São Paulo/SP
2;27/08/2006;16:00;Corinthians/SP;0x2;Grêmio/RS
2;27/08/2006;16:00;Paraná/PR;0x1;Juventude/RS
2;27/08/2006;18:10;Figueirense/SC;2x0;Santa Cruz/PE
2;27/08/2006;18:10;Ponte Preta/SP;1x1;Palmeiras/SP
2;27/08/2006;18:10;Fortaleza/CE;2x3;Botafogo/RJ
2;31/08/2006;19:30;Botafogo/RJ;4x0;Paraná/PR
2;30/08/2006;19:30;Grêmio/RS;2x1;Cruzeiro/MG
2;30/08/2006;19:30;Santa Cruz/PE;0x2;Internacional/RS
2;30/08/2006;20:30;Palmeiras/SP;1x1;Figueirense/SC
2;30/08/2006;22:00;Juventude/RS;1x0;Flamengo/RJ
2;30/08/2006;22:00;São Caetano/SP;0x1;Corinthians/SP
2;30/08/2006;22:00;Atlético/PR;2x1;Santos/SP
2;31/08/2006;20:30;Vasco/RJ;2x2;Ponte Preta/SP
2;31/08/2006;20:30;São Paulo/SP;1x1;Fortaleza/CE
2;30/08/2006;19:30;Goiás/GO;3x1;Fluminense/RJ
2;02/09/2006;16:00;Cruzeiro/MG;2x2;Figueirense/SC
2;02/09/2006;18:10;Flamengo/RJ;1x2;Internacional/RS
2;03/09/2006;16:00;Grêmio/RS;2x1;Paraná/PR
2;03/09/2006;16:00;Santos/SP;5x1;Palmeiras/SP
2;03/09/2006;16:00;São Caetano/SP;0x0;Fortaleza/CE
2;03/09/2006;16:00;Atlético/PR;0x5;Botafogo/RJ
2;03/09/2006;16:00;Goiás/GO;2x0;Juventude/RS
2;03/09/2006;18:10;Fluminense/RJ;1x1;Vasco/RJ
2;03/09/2006;18:10;Santa Cruz/PE;1x3;São Paulo/SP
2;03/09/2006;18:10;Corinthians/SP;1x0;Ponte Preta/SP
2;09/09/2006;16:00;Ponte Preta/SP;2x0;Santa Cruz/PE
2;09/09/2006;18:10;Vasco/RJ;1x1;Grêmio/RS
2;09/09/2006;18:10;Palmeiras/SP;3x1;São Caetano/SP
2;10/09/2006;16:00;São Paulo/SP;0x0;Corinthians/SP
2;10/09/2006;16:00;Paraná/PR;1x0;Fluminense/RJ
2;10/09/2006;16:00;Juventude/RS;2x0;Cruzeiro/MG
2;10/09/2006;16:00;Figueirense/SC;2x2;Goiás/GO
2;10/09/2006;18:10;Botafogo/RJ;0x2;Flamengo/RJ
2;10/09/2006;18:10;Internacional/RS;2x0;Atlético/PR
2;10/09/2006;18:10;Fortaleza/CE;1x1;Santos/SP
2;16/09/2006;16:00;Atlético/PR;2x1;Santa Cruz/PE
2;16/09/2006;18:10;Vasco/RJ;0x0;Goiás/GO
2;16/09/2006;18:10;Corinthians/SP;1x0;Paraná/PR
2;17/09/2006;16:00;Grêmio/RS;4x0;Botafogo/RJ
2;17/09/2006;16:00;São Paulo/SP;2x0;Internacional/RS
2;17/09/2006;16:00;Cruzeiro/MG;1x0;Palmeiras/SP
2;17/09/2006;16:00;Juventude/RS;1x0;São Caetano/SP
2;17/09/2006;18:10;Fluminense/RJ;2x0;Figueirense/SC
2;17/09/2006;18:10;Ponte Preta/SP;1x0;Santos/SP
2;17/09/2006;18:10;Fortaleza/CE;3x4;Flamengo/RJ
2;20/09/2006;19:30;Botafogo/RJ;2x1;Juventude/RS
2;20/09/2006;19:30;Figueirense/SC;1x0;Internacional/RS
2;20/09/2006;19:30;Paraná/PR;2x0;Fortaleza/CE
2;20/09/2006;20:30;Goiás/GO;2x2;Atlético/PR
2;20/09/2006;22:00;Santos/SP;1x1;Fluminense/RJ
2;20/09/2006;22:00;São Caetano/SP;0x1;São Paulo/SP
2;20/09/2006;22:00;Corinthians/SP;1x1;Vasco/RJ
2;20/09/2006;16:00;Grêmio/RS;4x0;Ponte Preta/SP
2;21/09/2006;20:30;Flamengo/RJ;1x0;Cruzeiro/MG
2;21/09/2006;20:30;Santa Cruz/PE;3x2;Palmeiras/SP
2;23/09/2006;16:00;Fluminense/RJ;1x3;Fortaleza/CE
2;23/09/2006;16:00;Atlético/PR;3x1;São Caetano/SP
2;24/09/2006;16:00;Internacional/RS;1x1;Corinthians/SP
2;24/09/2006;16:00;Figueirense/SC;0x1;Paraná/PR
2;24/09/2006;16:00;Santos/SP;3x0;Flamengo/RJ
2;24/09/2006;16:00;Santa Cruz/PE;1x0;Juventude/RS
2;24/09/2006;16:00;Palmeiras/SP;3x1;São Paulo/SP
2;24/09/2006;18:10;Ponte Preta/SP;0x1;Cruzeiro/MG
2;24/09/2006;18:10;Vasco/RJ;0x0;Botafogo/RJ
2;24/09/2006;18:10;Goiás/GO;4x0;Grêmio/RS
2;04/10/2006;19:30;Juventude/RS;3x2;Atlético/PR
2;04/10/2006;19:30;Paraná/PR;2x1;Ponte Preta/SP
2;04/10/2006;19:30;Fortaleza/CE;1x1;Figueirense/SC
2;04/10/2006;20:30;Flamengo/RJ;4x1;Fluminense/RJ
2;04/10/2006;22:00;Grêmio/RS;2x1;Palmeiras/SP
2;04/10/2006;22:00;São Paulo/SP;5x1;Vasco/RJ
2;04/10/2006;22:00;São Caetano/SP;1x2;Goiás/GO
2;05/10/2006;20:30;Botafogo/RJ;3x0;Santa Cruz/PE
2;05/10/2006;20:30;Cruzeiro/MG;2x1;Internacional/RS
2;05/10/2006;20:30;Corinthians/SP;0x3;Santos/SP
2;07/10/2006;16:00;Ponte Preta/SP;3x1;Juventude/RS
2;07/10/2006;18:10;Vasco/RJ;2x0;Fortaleza/CE
2;07/10/2006;18:10;Fluminense/RJ;1x2;São Paulo/SP
2;08/10/2006;16:00;Atlético/PR;1x1;Cruzeiro/MG
2;08/10/2006;16:00;Palmeiras/SP;3x1;Flamengo/RJ
2;08/10/2006;16:00;Internacional/RS;1x0;São Caetano/SP
2;08/10/2006;16:00;Santa Cruz/PE;1x3;Paraná/PR
2;08/10/2006;18:10;Figueirense/SC;1x0;Botafogo/RJ
2;08/10/2006;18:10;Santos/SP;1x0;Grêmio/RS
2;08/10/2006;16:00;Goiás/GO;3x1;Corinthians/SP
2;14/10/2006;18:10;Botafogo/RJ;4x3;Santos/SP
2;14/10/2006;18:10;São Paulo/SP;5x0;Juventude/RS
2;14/10/2006;18:10;São Caetano/SP;0x2;Grêmio/RS
2;15/10/2006;16:00;Internacional/RS;2x0;Fluminense/RJ
2;15/10/2006;16:00;Paraná/PR;1x0;Goiás/GO
2;15/10/2006;16:00;Flamengo/RJ;3x0;Corinthians/SP
2;15/10/2006;16:00;Figueirense/SC;2x1;Ponte Preta/SP
2;14/10/2006;16:00;Cruzeiro/MG;0x0;Fortaleza/CE
2;15/10/2006;18:10;Santa Cruz/PE;0x4;Vasco/RJ
2;15/10/2006;18:10;Palmeiras/SP;2x2;Atlético/PR
2;21/10/2006;16:00;Goiás/GO;5x3;Santa Cruz/PE
2;21/10/2006;18:10;Santos/SP;2x1;Figueirense/SC
2;21/10/2006;18:10;Ponte Preta/SP;0x2;Internacional/RS
2;22/10/2006;16:00;Paraná/PR;0x2;Flamengo/RJ
2;18/10/2006;22:00;Vasco/RJ;3x0;Palmeiras/SP
2;22/10/2006;18:10;Corinthians/SP;1x0;Cruzeiro/MG
2;22/10/2006;16:00;Fortaleza/CE;3x4;Atlético/PR
2;22/10/2006;18:10;Botafogo/RJ;2x1;São Caetano/SP
2;22/10/2006;16:00;Grêmio/RS;1x1;São Paulo/SP
2;22/10/2006;18:10;Juventude/RS;1x1;Fluminense/RJ
2;26/10/2006;20:30;Santa Cruz/PE;0x1;Fortaleza/CE
2;26/10/2006;20:30;Fluminense/RJ;1x2;Grêmio/RS
2;28/10/2006;18:10;Santos/SP;1x0;São Caetano/SP
2;28/10/2006;16:00;Ponte Preta/SP;1x2;Botafogo/RJ
2;28/10/2006;18:10;Goiás/GO;2x3;Cruzeiro/MG
2;25/10/2006;22:00;Corinthians/SP;1x0;Palmeiras/SP
2;28/10/2006;16:00;Atlético/PR;4x0;Paraná/PR
2;26/10/2006;20:30;Internacional/RS;1x0;Juventude/RS
2;25/10/2006;16:00;Figueirense/SC;0x2;São Paulo/SP
2;26/10/2006;20:30;Vasco/RJ;3x1;Flamengo/RJ
2;01/11/2006;19:30;Atlético/PR;6x4;Vasco/RJ
2;01/11/2006;19:30;Flamengo/RJ;1x1;Santa Cruz/PE
2;01/11/2006;19:30;Palmeiras/SP;1x3;Goiás/GO
2;01/11/2006;20:30;Grêmio/RS;1x2;Figueirense/SC
2;01/11/2006;21:45;Juventude/RS;3x2;Santos/SP
2;01/11/2006;21:45;São Caetano/SP;1x1;Fluminense/RJ
2;01/11/2006;21:45;Fortaleza/CE;0x4;Corinthians/SP
2;02/11/2006;20:30;Botafogo/RJ;0x1;Internacional/RS
2;02/11/2006;20:30;São Paulo/SP;1x1;Ponte Preta/SP
2;02/11/2006;20:30;Cruzeiro/MG;2x2;Paraná/PR
2;04/11/2006;18:10;Figueirense/SC;1x0;Juventude/RS
2;04/11/2006;18:10;Flamengo/RJ;1x0;Atlético/PR
2;05/11/2006;16:00;Santos/SP;0x1;São Paulo/SP
2;05/11/2006;16:00;Cruzeiro/MG;2x1;Vasco/RJ
2;05/11/2006;16:00;Fortaleza/CE;0x3;Goiás/GO
2;05/11/2006;16:00;Grêmio/RS;0x1;Internacional/RS
2;05/11/2006;16:00;Ponte Preta/SP;1x2;São Caetano/SP
2;05/11/2006;18:10;Botafogo/RJ;2x1;Fluminense/RJ
2;05/11/2006;18:10;Paraná/PR;4x2;Palmeiras/SP
2;05/11/2006;18:10;Corinthians/SP;1x0;Santa Cruz/PE
2;08/11/2006;19:30;Juventude/RS;1x2;Grêmio/RS
2;08/11/2006;19:30;São Caetano/SP;3x1;Figueirense/SC
2;08/11/2006;19:30;Vasco/RJ;3x1;Paraná/PR
2;08/11/2006;20:30;Palmeiras/SP;3x0;Fortaleza/CE
2;08/11/2006;21:45;Internacional/RS;0x0;Santos/SP
2;08/11/2006;21:45;Atlético/PR;1x2;Corinthians/SP
2;08/11/2006;21:45;Goiás/GO;0x1;Flamengo/RJ
2;09/11/2006;20:30;Fluminense/RJ;0x0;Ponte Preta/SP
2;09/11/2006;20:30;São Paulo/SP;3x0;Botafogo/RJ
2;09/11/2006;20:30;Santa Cruz/PE;4x1;Cruzeiro/MG
2;11/11/2006;18:10;Internacional/RS;3x0;Fortaleza/CE
2;11/11/2006;18:10;Santos/SP;1x0;Paraná/PR
2;11/11/2006;18:10;Vasco/RJ;1x1;Juventude/RS
2;12/11/2006;16:00;Figueirense/SC;0x0;Corinthians/SP
2;12/11/2006;16:00;Ponte Preta/SP;3x0;Flamengo/RJ
2;12/11/2006;16:00;Goiás/GO;0x2;São Paulo/SP
2;12/11/2006;16:00;Fluminense/RJ;1x0;Cruzeiro/MG
2;12/11/2006;18:10;Atlético/PR;2x3;Grêmio/RS
2;12/11/2006;18:10;Santa Cruz/PE;0x3;São Caetano/SP
2;12/11/2006;18:10;Palmeiras/SP;2x1;Botafogo/RJ
2;18/11/2006;18:10;Grêmio/RS;3x1;Santa Cruz/PE
2;18/11/2006;18:10;Flamengo/RJ;0x2;Figueirense/SC
2;18/11/2006;18:10;Corinthians/SP;1x1;Fluminense/RJ
2;19/11/2006;16:00;Juventude/RS;3x2;Palmeiras/SP
2;19/11/2006;16:00;São Paulo/SP;1x1;Atlético/PR
2;19/11/2006;16:00;São Caetano/SP;0x1;Vasco/RJ
2;19/11/2006;18:10;Botafogo/RJ;2x2;Goiás/GO
2;19/11/2006;18:10;Fortaleza/CE;1x0;Ponte Preta/SP
2;19/11/2006;16:00;Paraná/PR;1x0;Internacional/RS
2;19/11/2006;18:10;Cruzeiro/MG;1x1;Santos/SP
2;26/11/2006;16:00;Botafogo/RJ;0x0;Corinthians/SP
2;26/11/2006;16:00;Grêmio/RS;3x0;Flamengo/RJ
2;26/11/2006;16:00;Juventude/RS;2x2;Fortaleza/CE
2;26/11/2006;16:00;São Paulo/SP;2x0;Cruzeiro/MG
2;26/11/2006;16:00;São Caetano/SP;0x2;Paraná/PR
2;26/11/2006;16:00;Atlético/PR;1x4;Figueirense/SC
2;26/11/2006;16:00;Vasco/RJ;1x1;Santos/SP
2;26/11/2006;16:00;Goiás/GO;3x0;Ponte Preta/SP
2;26/11/2006;16:00;Santa Cruz/PE;1x2;Fluminense/RJ
2;26/11/2006;16:00;Palmeiras/SP;1x4;Internacional/RS
2;02/12/2006;18:10;Internacional/RS;1x4;Goiás/GO
2;02/12/2006;18:10;Flamengo/RJ;4x1;São Caetano/SP
2;03/12/2006;18:10;Fortaleza/CE;1x0;Grêmio/RS
2;03/12/2006;18:10;Santos/SP;3x1;Santa Cruz/PE
2;03/12/2006;16:00;Fluminense/RJ;1x1;Palmeiras/SP
2;03/12/2006;16:00;Figueirense/SC;0x0;Vasco/RJ
2;03/12/2006;16:00;Ponte Preta/SP;1x1;Atlético/PR
2;03/12/2006;16:00;Paraná/PR;0x0;São Paulo/SP
2;03/12/2006;16:00;Cruzeiro/MG;3x1;Botafogo/RJ
2;03/12/2006;16:00;Corinthians/SP;5x3;Juventude/RS
1;12/05/2007;18:10;Figueirense/SC;3x6;Atlético/PR
1;12/05/2007;18:10;Fluminense/RJ;2x2;Cruzeiro/MG
1;12/05/2007;18:10;São Paulo/SP;2x0;Goiás/GO
1;13/05/2007;16:00;Atlético/MG;2x1;Náutico/PE
1;13/05/2007;16:00;Internacional/RS;2x3;Botafogo/RJ
1;13/05/2007;16:00;Flamengo/RJ;2x4;Palmeiras/SP
1;13/05/2007;16:00;Paraná/PR;3x0;Grêmio/RS
1;13/05/2007;18:10;América/RN;0x1;Vasco/RJ
1;13/05/2007;18:10;Corinthians/SP;1x0;Juventude/RS
1;13/05/2007;18:10;Sport/PE;4x1;Santos/SP
1;19/05/2007;18:10;Juventude/RS;1x2;Paraná/PR
1;19/05/2007;18:10;Atlético/PR;2x1;Internacional/RS
1;19/05/2007;18:10;Santos/SP;2x3;América/RN
1;20/05/2007;16:00;Goiás/GO;1x3;Flamengo/RJ
1;20/05/2007;16:00;Botafogo/RJ;2x1;Atlético/MG
1;20/05/2007;16:00;Cruzeiro/MG;0x3;Corinthians/SP
1;20/05/2007;16:00;Palmeiras/SP;2x1;Figueirense/SC
1;20/05/2007;18:10;Vasco/RJ;3x1;Sport/PE
1;20/05/2007;18:10;Náutico/PE;1x0;São Paulo/SP
1;20/05/2007;18:10;Grêmio/RS;2x0;Fluminense/RJ
1;26/05/2007;18:10;América/RN;0x1;Figueirense/SC
1;26/05/2007;18:10;Corinthians/SP;0x0;Atlético/MG
1;26/05/2007;18:10;Fluminense/RJ;3x0;Internacional/RS
1;27/05/2007;16:00;Atlético/PR;0x1;Santos/SP
1;27/05/2007;16:00;Náutico/PE;2x2;Vasco/RJ
1;27/05/2007;16:00;Grêmio/RS;1x0;Sport/PE
1;27/05/2007;16:00;São Paulo/SP;0x0;Palmeiras/SP
1;27/05/2007;18:10;Flamengo/RJ;2x2;Botafogo/RJ
1;27/05/2007;18:10;Cruzeiro/MG;3x4;Paraná/PR
1;27/05/2007;18:10;Goiás/GO;3x1;Juventude/RS
1;02/06/2007;18:10;Figueirense/SC;2x1;Goiás/GO
1;02/06/2007;18:10;Botafogo/RJ;3x0;Grêmio/RS
1;02/06/2007;18:10;Atlético/MG;1x1;Atlético/PR
1;03/06/2007;16:00;Palmeiras/SP;1x3;Cruzeiro/MG
1;03/06/2007;16:00;Sport/PE;2x2;Flamengo/RJ
1;03/06/2007;16:00;Santos/SP;1x1;Corinthians/SP
1;03/06/2007;16:00;Juventude/RS;3x0;América/RN
1;03/06/2007;18:10;Vasco/RJ;1x1;Fluminense/RJ
1;03/06/2007;18:10;Paraná/PR;0x1;São Paulo/SP
1;04/06/2007;20:30;Internacional/RS;2x0;Náutico/PE
1;09/06/2007;18:10;Náutico/PE;4x4;Paraná/PR
1;09/06/2007;18:10;Palmeiras/SP;1x1;Botafogo/RJ
1;09/06/2007;18:10;Vasco/RJ;4x0;Grêmio/RS
1;10/06/2007;16:00;América/RN;1x2;Corinthians/SP
1;10/06/2007;16:00;Fluminense/RJ;3x0;Sport/PE
1;10/06/2007;16:00;Figueirense/SC;4x0;Flamengo/RJ
1;10/06/2007;16:00;Atlético/PR;0x3;Goiás/GO
1;10/06/2007;18:10;Cruzeiro/MG;2x3;Juventude/RS
1;10/06/2007;18:10;São Paulo/SP;0x1;Atlético/MG
1;10/06/2007;18:10;Internacional/RS;1x0;Santos/SP
1;14/06/2007;20:30;Botafogo/RJ;4x0;Vasco/RJ
1;16/06/2007;18:10;Grêmio/RS;0x2;Cruzeiro/MG
1;16/06/2007;18:10;Corinthians/SP;0x0;Paraná/PR
1;16/06/2007;18:10;Flamengo/RJ;2x2;Internacional/RS
1;17/06/2007;16:00;Goiás/GO;3x1;Palmeiras/SP
1;17/06/2007;16:00;Atlético/MG;4x1;Figueirense/SC
1;17/06/2007;16:00;São Paulo/SP;2x0;Vasco/RJ
1;17/06/2007;16:00;Atlético/PR;1x1;Fluminense/RJ
1;17/06/2007;18:10;Sport/PE;2x2;América/RN
1;17/06/2007;18:10;Botafogo/RJ;3x1;Náutico/PE
1;17/06/2007;18:10;Juventude/RS;0x2;Santos/SP
1;23/06/2007;18:10;Paraná/PR;1x0;Sport/PE
1;23/06/2007;18:10;Juventude/RS;1x1;Figueirense/SC
1;24/06/2007;16:00;Palmeiras/SP;0x2;Atlético/PR
1;24/06/2007;16:00;América/RN;0x1;Fluminense/RJ
1;24/06/2007;16:00;Santos/SP;0x2;São Paulo/SP
1;24/06/2007;16:00;Cruzeiro/MG;4x2;Atlético/MG
1;24/06/2007;18:10;Náutico/PE;0x2;Goiás/GO
1;24/06/2007;18:10;Internacional/RS;0x2;Grêmio/RS
1;28/06/2007;20:30;Sport/PE;4x1;Náutico/PE
1;28/06/2007;20:30;Figueirense/SC;0x0;São Paulo/SP
1;30/06/2007;16:00;América/RN;0x3;Goiás/GO
1;30/06/2007;16:00;Cruzeiro/MG;3x1;Vasco/RJ
1;30/06/2007;16:00;Santos/SP;0x0;Grêmio/RS
1;30/06/2007;18:10;Fluminense/RJ;1x2;Botafogo/RJ
1;30/06/2007;18:10;Paraná/PR;2x2;Atlético/PR
1;30/06/2007;18:10;Internacional/RS;1x1;Atlético/MG
1;30/06/2007;18:10;Corinthians/SP;0x1;Palmeiras/SP
1;03/07/2007;19:30;Palmeiras/SP;2x0;América/RN
1;03/07/2007;20:30;Figueirense/SC;2x1;Cruzeiro/MG
1;03/07/2007;20:30;Atlético/PR;1x1;Náutico/PE
1;03/07/2007;20:30;Grêmio/RS;3x1;Juventude/RS
1;03/07/2007;20:30;Fluminense/RJ;0x0;Paraná/PR
1;03/07/2007;20:30;São Paulo/SP;1x0;Internacional/RS
1;03/07/2007;21:45;Goiás/GO;1x1;Botafogo/RJ
1;04/07/2007;16:00;Sport/PE;2x1;Corinthians/SP
1;04/07/2007;16:00;Atlético/MG;1x1;Flamengo/RJ
1;04/07/2007;16:00;Vasco/RJ;4x0;Santos/SP
1;06/07/2007;20:30;Paraná/PR;0x1;América/RN
1;07/07/2007;16:00;Botafogo/RJ;2x0;Atlético/PR
1;07/07/2007;16:00;Corinthians/SP;1x1;Fluminense/RJ
1;07/07/2007;16:00;Santos/SP;4x1;Cruzeiro/MG
1;07/07/2007;16:00;Atlético/MG;0x1;Grêmio/RS
1;07/07/2007;18:10;Goiás/GO;3x2;Sport/PE
