,Data,Horário,Camp.,Rodada,Dia,Local,Resultado,GP,GC,Oponente,xG,xGA,Posse,Público,Capitão,Formação,Árbitro,Relatório da Partida,Notas,id,fgk_equipe
196,2022-04-12,21:30,Libertadores,Estágio de grupos,ter,Em casa,V,3,1,ceda2145,1.3,0.8,56,42.915,Everton Ribeiro,3-2-4-1,Jesús Valenzuela,https://fbref.com/pt/partidas/81097b55/Flamengo-Talleres-2022Abril12-Copa-Libertadores,,81097b55,639950ae
197,2022-04-17,16:00,Série A,Rodada da semana 2,dom,Em casa,V,3,1,5f232eb1,2.4,0.2,53,54.686,Everton Ribeiro,3-4-3,Anderson Daronco,https://fbref.com/pt/partidas/3ad4beb9/Flamengo-Sao-Paulo-2022Abril17-Serie-A,,3ad4beb9,639950ae
198,2022-04-20,19:30,Série A,Rodada da semana 4,qua,Em casa,E,0,0,abdce579,1.4,0.8,55,69.997,Everton Ribeiro,4-2-3-1,Wilton Sampaio,https://fbref.com/pt/partidas/572a91c6/Flamengo-Palmeiras-2022Abril20-Serie-A,,572a91c6,639950ae
199,2022-04-23,16:30,Série A,Rodada da semana 3,sáb,Visitante,D,0,1,2091c619,0.7,1.1,58,22.659,Willian Arão,3-4-3,Raphael Claus,https://fbref.com/pt/partidas/cb7d5ba5/Atletico-Paranaense-Flamengo-2022Abril23-Serie-A,,cb7d5ba5,639950ae
200,2022-04-28,18:00,Libertadores,Estágio de grupos,qui,Visitante,V,3,2,3e3fbf36,2.9,0.9,41,,Everton Ribeiro,3-2-4-1,José Argote,https://fbref.com/pt/partidas/f44cf2df/Univ-Catolica-Flamengo-2022Abril28-Copa-Libertadores,,f44cf2df,639950ae
201,2022-05-04,19:00,Libertadores,Estágio de grupos,qua,Visitante,E,2,2,ceda2145,0.5,1.0,59,,Everton Ribeiro,4-2-3-1,Eber Aquino,https://fbref.com/pt/partidas/936153db/Talleres-Flamengo-2022Maio4-Copa-Libertadores,,936153db,639950ae
202,2022-05-08,11:00,Série A,Rodada da semana 5,dom,Em casa,D,0,1,d9fdd9d9,1.7,0.8,53,54.981,Everton Ribeiro,4-2-3-1,Anderson Daronco,https://fbref.com/pt/partidas/b13686b5/Flamengo-Botafogo-RJ-2022Maio8-Serie-A,,b13686b5,639950ae
203,2022-05-14,16:30,Série A,Rodada da semana 6,sáb,Visitante,E,2,2,2f335e17,0.7,1.0,58,52.139,Everton Ribeiro,4-2-3-1,Luiz Flávio de Oliveira,https://fbref.com/pt/partidas/174ce578/Ceara-Flamengo-2022Maio14-Serie-A,,174ce578,639950ae
204,2022-05-17,21:30,Libertadores,Estágio de grupos,ter,Em casa,V,3,0,3e3fbf36,3.8,1.1,45,43.532,Everton Ribeiro,4-2-3-1,John J. Ospina,https://fbref.com/pt/partidas/25ba4abc/Flamengo-Univ-Catolica-2022Maio17-Copa-Libertadores,,25ba4abc,639950ae
205,2022-05-21,16:30,Série A,Rodada da semana 7,sáb,Em casa,V,1,0,78c617cc,1.3,0.6,63,4.722,Everton Ribeiro,4-4-2,Braulio da Silva Machado,https://fbref.com/pt/partidas/8d3b6328/Flamengo-Goias-2022Maio21-Serie-A,,8d3b6328,639950ae
206,2022-05-24,21:30,Libertadores,Estágio de grupos,ter,Em casa,V,2,1,8917b8a9,1.8,0.8,58,,David Luiz,4-2-3-1,Alexis Herrera,https://fbref.com/pt/partidas/a61af903/Flamengo-Sporting-Cristal-2022Maio24-Copa-Libertadores,,a61af903,639950ae
207,2022-05-29,18:00,Série A,Rodada da semana 8,dom,Visitante,V,2,1,84d9701c,1.0,1.6,38,57.919,Everton Ribeiro,4-2-3-1,Raphael Claus,https://fbref.com/pt/partidas/2c53cf3c/Fluminense-Flamengo-2022Maio29-Serie-A,,2c53cf3c,639950ae
208,2022-06-05,16:00,Série A,Rodada da semana 9,dom,Em casa,D,1,2,a9d0ab0e,1.9,2.2,64,63.975,Everton Ribeiro,4-3-3,Leandro Pedro Vuaden,https://fbref.com/pt/partidas/cdc5ea16/Flamengo-Fortaleza-2022Junho5-Serie-A,,cdc5ea16,639950ae
209,2022-06-08,20:30,Série A,Rodada da semana 10,qua,Visitante,D,0,1,f98930d1,1.3,1.3,68,8.627,Everton Ribeiro,4-4-2,Wilton Sampaio,https://fbref.com/pt/partidas/c9551049/Bragantino-Flamengo-2022Junho8-Serie-A,,c9551049,639950ae
210,2022-06-11,21:00,Série A,Rodada da semana 11,sáb,Visitante,D,1,3,6f7e1f03,1.2,1.9,68,22.392,Everton Ribeiro,4-3-3,Braulio da Silva Machado,https://fbref.com/pt/partidas/b51e9792/Internacional-Flamengo-2022Junho11-Serie-A,,b51e9792,639950ae
211,2022-06-15,20:30,Série A,Rodada da semana 12,qua,Em casa,V,2,0,f0e6fb14,1.7,0.2,62,43.930,Everton Ribeiro,4-3-3,Savio Pereira,https://fbref.com/pt/partidas/6669f42d/Flamengo-Cuiaba-2022Junho15-Serie-A,,6669f42d,639950ae
212,2022-06-19,16:00,Série A,Rodada da semana 13,dom,Visitante,D,0,2,422bb734,0.4,1.5,52,55.373,Everton Ribeiro,4-2-3-1,Raphael Claus,https://fbref.com/pt/partidas/1e05f8b0/Atletico-Mineiro-Flamengo-2022Junho19-Serie-A,,1e05f8b0,639950ae
213,2022-06-25,19:00,Série A,Rodada da semana 14,sáb,Em casa,V,3,0,1f68d780,4.1,0.9,53,42.931,Gabriel Barbosa,4-3-1-2,Ramon Abatti Abel,https://fbref.com/pt/partidas/775c5d9d/Flamengo-America-MG-2022Junho25-Serie-A,,775c5d9d,639950ae
214,2022-06-29,19:30,Libertadores,Oitavas de final,qua,Visitante,V,1,0,9c4c0cc1,0.3,1.0,48,,Diego,4-3-3,Jesús Valenzuela,https://fbref.com/pt/partidas/d488f3b7/Tolima-Flamengo-2022Junho29-Copa-Libertadores,Jogo de ida/volta 1 de 2,d488f3b7,639950ae
215,2022-07-02,19:00,Série A,Rodada da semana 15,sáb,Visitante,V,2,1,712c528f,2.8,0.7,53,12.464,Everton Ribeiro,4-3-3,Anderson Daronco,https://fbref.com/pt/partidas/7e56f099/Santos-Flamengo-2022Julho2-Serie-A,,7e56f099,639950ae
216,2022-07-06,21:30,Libertadores,Oitavas de final,qua,Em casa,V,7,1,9c4c0cc1,4.5,0.6,47,61.871,Everton Ribeiro,4-1-2-1-2◆,Mario Díaz de Vivar,https://fbref.com/pt/partidas/812ae55b/Flamengo-Tolima-2022Julho6-Copa-Libertadores,Jogo de ida/volta 2 de 2; Flamengo venceu,812ae55b,639950ae
217,2022-07-10,16:00,Série A,Rodada da semana 16,dom,Visitante,D,0,1,bf4acd28,0.6,0.8,51,44.055,Gabriel Barbosa,4-3-1-2,Ramon Abatti Abel,https://fbref.com/pt/partidas/40c225c5/Corinthians-Flamengo-2022Julho10-Serie-A,,40c225c5,639950ae
218,2022-07-16,19:00,Série A,Rodada da semana 17,sáb,Em casa,V,2,0,d680d257,1.6,0.8,54,33.778,Diego,4-1-4-1,Flavio Rodrigues De Souza,https://fbref.com/pt/partidas/7a186e16/Flamengo-Coritiba-2022Julho16-Serie-A,,7a186e16,639950ae
219,2022-07-20,20:30,Série A,Rodada da semana 18,qua,Em casa,V,4,0,d081b697,2.8,0.3,62,65.392,Everton Ribeiro,4-3-1-2,Paulo Cesar Zanovelli da Silva,https://fbref.com/pt/partidas/95acfab6/Flamengo-Juventude-2022Julho20-Serie-A,,95acfab6,639950ae
220,2022-07-24,11:00,Série A,Rodada da semana 19,dom,Visitante,V,2,1,f205258a,3.8,0.8,57,17.557,Diego,4-1-2-1-2◆,Raphael Claus,https://fbref.com/pt/partidas/c76dfe6a/Avai-Flamengo-2022Julho24-Serie-A,,c76dfe6a,639950ae
221,2022-07-30,20:30,Série A,Rodada da semana 20,sáb,Em casa,V,4,1,32d508ca,2.9,0.2,52,64.040,Diego,4-4-2,Caio Max Augusto Vieira,https://fbref.com/pt/partidas/08599fb3/Flamengo-Atletico-Goianiense-2022Julho30-Serie-A,,08599fb3,639950ae
222,2022-08-02,21:30,Libertadores,Quartas de final,ter,Visitante,V,2,0,bf4acd28,0.9,0.5,57,,Everton Ribeiro,4-1-2-1-2◆,Patricio Loustau,https://fbref.com/pt/partidas/b53dde16/Corinthians-Flamengo-2022Agosto2-Copa-Libertadores,Jogo de ida/volta 1 de 2,b53dde16,639950ae
223,2022-08-06,20:30,Série A,Rodada da semana 21,sáb,Visitante,V,2,0,5f232eb1,1.7,0.6,46,45.217,Diego,4-3-3,Ramon Abatti Abel,https://fbref.com/pt/partidas/be3e7998/Sao-Paulo-Flamengo-2022Agosto6-Serie-A,,be3e7998,639950ae
224,2022-08-09,21:30,Libertadores,Quartas de final,ter,Em casa,V,1,0,bf4acd28,2.1,0.5,57,,,4-1-2-1-2◆,Esteban Ostojich,https://fbref.com/pt/partidas/e204ba14/Flamengo-Corinthians-2022Agosto9-Copa-Libertadores,Jogo de ida/volta 2 de 2; Flamengo venceu,e204ba14,639950ae
225,2022-08-14,16:00,Série A,Rodada da semana 22,dom,Em casa,V,5,0,2091c619,1.9,0.2,68,62.716,Diego,4-3-3,Wilton Sampaio,https://fbref.com/pt/partidas/18cb8de3/Flamengo-Atletico-Paranaense-2022Agosto14-Serie-A,,18cb8de3,639950ae
226,2022-08-21,16:00,Série A,Rodada da semana 23,dom,Visitante,E,1,1,abdce579,0.9,1.5,43,40.485,David Luiz,4-3-3,Ramon Abatti Abel,https://fbref.com/pt/partidas/2798ed6f/Palmeiras-Flamengo-2022Agosto21-Serie-A,,2798ed6f,639950ae
227,2022-08-28,18:00,Série A,Rodada da semana 24,dom,Visitante,V,1,0,d9fdd9d9,0.9,0.5,54,14.442,Diego,4-3-3,Flavio Rodrigues De Souza,https://fbref.com/pt/partidas/c19341be/Botafogo-RJ-Flamengo-2022Agosto28-Serie-A,,c19341be,639950ae
228,2022-08-31,21:30,Libertadores,Semifinais,qua,Visitante,V,4,0,41c139b6,2.8,0.4,58,,Everton Ribeiro,4-3-1-2,Wilmar Roldán,https://fbref.com/pt/partidas/21e10cc8/Velez-Sarsf-Flamengo-2022Agosto31-Copa-Libertadores,Jogo de ida/volta 1 de 2,21e10cc8,639950ae
229,2022-09-04,11:00,Série A,Rodada da semana 25,dom,Em casa,E,1,1,2f335e17,1.1,0.3,62,64.387,Diego,4-3-3,Paulo Cesar Zanovelli da Silva,https://fbref.com/pt/partidas/77ab7b90/Flamengo-Ceara-2022Setembro4-Serie-A,,77ab7b90,639950ae
230,2022-09-07,21:30,Libertadores,Semifinais,qua,Em casa,V,2,1,41c139b6,1.4,0.7,51,,Everton Ribeiro,4-3-1-2,Piero Maza,https://fbref.com/pt/partidas/8d46c67c/Flamengo-Velez-Sarsf-2022Setembro7-Copa-Libertadores,Jogo de ida/volta 2 de 2; Flamengo venceu,8d46c67c,639950ae
231,2022-09-11,19:00,Série A,Rodada da semana 26,dom,Visitante,E,1,1,78c617cc,1.7,0.7,70,13.798,Everton Ribeiro,4-3-3,Ramon Abatti Abel,https://fbref.com/pt/partidas/0689e703/Goias-Flamengo-2022Setembro11-Serie-A,,0689e703,639950ae
232,2022-09-18,16:00,Série A,Rodada da semana 27,dom,Em casa,D,1,2,84d9701c,2.6,2.0,50,55.170,Everton Ribeiro,4-1-2-1-2◆,Raphael Claus,https://fbref.com/pt/partidas/03ffcb79/Flamengo-Fluminense-2022Setembro18-Serie-A,,03ffcb79,639950ae
233,2022-09-28,19:00,Série A,Rodada da semana 28,qua,Visitante,D,2,3,a9d0ab0e,1.1,1.4,72,46.299,Gabriel Barbosa,4-3-3,Flavio Rodrigues De Souza,https://fbref.com/pt/partidas/83fecb00/Fortaleza-Flamengo-2022Setembro28-Serie-A,,83fecb00,639950ae
234,2022-10-01,19:00,Série A,Rodada da semana 29,sáb,Em casa,V,4,1,f98930d1,4.0,0.9,68,46.698,Everton Ribeiro,4-3-1-2,Anderson Daronco,https://fbref.com/pt/partidas/da5e8cb1/Flamengo-Bragantino-2022Outubro1-Serie-A,,da5e8cb1,639950ae
235,2022-10-05,21:30,Série A,Rodada da semana 30,qua,Em casa,E,0,0,6f7e1f03,1.4,0.8,67,43.710,Everton Ribeiro,4-3-1-2,Flavio Rodrigues De Souza,https://fbref.com/pt/partidas/bdf88399/Flamengo-Internacional-2022Outubro5-Serie-A,,bdf88399,639950ae
236,2022-10-08,18:00,Série A,Rodada da semana 31,sáb,Visitante,V,2,1,f0e6fb14,2.7,1.7,54,40.059,Diego,4-3-3,Raphael Claus,https://fbref.com/pt/partidas/19241fd2/Cuiaba-Flamengo-2022Outubro8-Serie-A,,19241fd2,639950ae
237,2022-10-15,20:30,Série A,Rodada da semana 32,sáb,Em casa,V,1,0,422bb734,0.9,0.6,38,51.179,Pablo,4-3-3,Ramon Abatti Abel,https://fbref.com/pt/partidas/7ed1a553/Flamengo-Atletico-Mineiro-2022Outubro15-Serie-A,,7ed1a553,639950ae
238,2022-10-22,19:00,Série A,Rodada da semana 33,sáb,Visitante,V,2,1,1f68d780,1.2,0.8,53,,Diego,4-3-3,Jean Pierre Goncalves Lima,https://fbref.com/pt/partidas/b2580685/America-MG-Flamengo-2022Outubro22-Serie-A,,b2580685,639950ae
239,2022-10-25,21:45,Série A,Rodada da semana 34,ter,Em casa,V,3,2,712c528f,2.0,0.7,54,44.679,Diego Alves,4-3-3,André Luiz de Freitas Castro,https://fbref.com/pt/partidas/79eb87a2/Flamengo-Santos-2022Outubro25-Serie-A,,79eb87a2,639950ae
240,2022-10-29,15:00,Libertadores,Final,sáb,Neutro,V,1,0,2091c619,1.4,0.4,72,,Everton Ribeiro,4-1-2-1-2◆,Patricio Loustau,https://fbref.com/pt/partidas/4cf25a8c/Flamengo-Atletico-Paranaense-2022Outubro29-Copa-Libertadores,,4cf25a8c,639950ae
241,2022-11-02,21:30,Série A,Rodada da semana 35,qua,Em casa,D,1,2,bf4acd28,0.6,0.7,52,,Pablo,4-3-3,Ramon Abatti Abel,https://fbref.com/pt/partidas/c29af04c/Flamengo-Corinthians-2022Novembro2-Serie-A,,c29af04c,639950ae
242,2022-11-06,16:00,Série A,Rodada da semana 36,dom,Visitante,D,0,1,d680d257,0.9,1.1,67,,Diego,4-3-3,Raphael Claus,https://fbref.com/pt/partidas/9533a1d4/Coritiba-Flamengo-2022Novembro6-Serie-A,,9533a1d4,639950ae
243,2022-11-09,21:30,Série A,Rodada da semana 37,qua,Visitante,E,2,2,d081b697,2.4,0.5,63,,Pablo,4-3-3,Rodrigo José Pereira de Lima,https://fbref.com/pt/partidas/2984a8ec/Juventude-Flamengo-2022Novembro9-Serie-A,,2984a8ec,639950ae
244,2022-11-12,16:00,Série A,Rodada da semana 38,sáb,Em casa,D,1,2,f205258a,1.8,1.8,65,,Diego,4-3-3,Edina Alves Batista,https://fbref.com/pt/partidas/123f6186/Flamengo-Avai-2022Novembro12-Serie-A,,123f6186,639950ae
245,2022-04-05,18:15,Libertadores,Estágio de grupos,ter,Visitante,E,0,0,2583cf18,1.5,0.8,71,,Marcelo Cirino,4-2-3-1,Andrés Rojas,https://fbref.com/pt/partidas/b71024e7/Caracas-Atletico-Paranaense-2022Abril5-Copa-Libertadores,,b71024e7,2091c619
246,2022-04-10,19:00,Série A,Rodada da semana 1,dom,Visitante,D,0,4,5f232eb1,0.3,1.6,45,20.606,Marcelo Cirino,4-2-3-1,Wagner do Nascimento Magalhães,https://fbref.com/pt/partidas/87cca0ee/Sao-Paulo-Atletico-Paranaense-2022Abril10-Serie-A,,87cca0ee,2091c619
247,2022-04-14,19:00,Libertadores,Estágio de grupos,qui,Em casa,V,1,0,6dcc14bf,2.2,0.2,67,,Pedro Henrique,4-2-3-1,Darío Herrera,https://fbref.com/pt/partidas/c4867d75/Atletico-Paranaense-The-Strongest-2022Abril14-Copa-Libertadores,,c4867d75,2091c619
248,2022-04-17,18:00,Série A,Rodada da semana 2,dom,Em casa,D,0,1,422bb734,0.5,1.0,44,17.305,Pedro Henrique,4-2-3-1,Wilton Sampaio,https://fbref.com/pt/partidas/8f870c20/Atletico-Paranaense-Atletico-Mineiro-2022Abril17-Serie-A,,8f870c20,2091c619
249,2022-04-23,16:30,Série A,Rodada da semana 3,sáb,Em casa,V,1,0,639950ae,1.1,0.7,42,22.659,Pedro Henrique,4-2-3-1,Raphael Claus,https://fbref.com/pt/partidas/cb7d5ba5/Atletico-Paranaense-Flamengo-2022Abril23-Serie-A,,cb7d5ba5,2091c619
250,2022-04-26,18:15,Libertadores,Estágio de grupos,ter,Visitante,D,0,1,ae107695,1.2,0.8,64,,Pedro Henrique,4-2-3-1,Gustavo Tejera,https://fbref.com/pt/partidas/c3a965f5/Libertad-Atletico-Paranaense-2022Abril26-Copa-Libertadores,,c3a965f5,2091c619
251,2022-04-30,16:30,Série A,Rodada da semana 4,sáb,Visitante,D,0,1,1f68d780,1.1,0.5,53,2.433,Léo Cittadini,5-3-2,Jefferson Ferreira de Moraes,https://fbref.com/pt/partidas/9b9bd5ec/America-MG-Atletico-Paranaense-2022Abril30-Serie-A,,9b9bd5ec,2091c619
252,2022-05-03,18:15,Libertadores,Estágio de grupos,ter,Visitante,D,0,5,6dcc14bf,0.8,2.6,52,,Marcelo Cirino,3-4-3,Augusto Menéndez,https://fbref.com/pt/partidas/ad305da5/The-Strongest-Atletico-Paranaense-2022Maio3-Copa-Libertadores,,ad305da5,2091c619
253,2022-05-07,20:30,Série A,Rodada da semana 5,sáb,Em casa,V,1,0,2f335e17,1.7,1.1,41,22.659,Pedro Henrique,4-2-3-1,Leandro Pedro Vuaden,https://fbref.com/pt/partidas/0f228844/Atletico-Paranaense-Ceara-2022Maio7-Serie-A,,0f228844,2091c619
254,2022-05-14,21:00,Série A,Rodada da semana 6,sáb,Visitante,D,1,2,84d9701c,1.4,0.7,37,4.722,Pedro Henrique,4-3-3,Ramon Abatti Abel,https://fbref.com/pt/partidas/fafa4385/Fluminense-Atletico-Paranaense-2022Maio14-Serie-A,,fafa4385,2091c619
255,2022-05-18,19:00,Libertadores,Estágio de grupos,qua,Em casa,V,2,0,ae107695,1.3,0.5,49,,Pedro Henrique,4-2-3-1,Patricio Loustau,https://fbref.com/pt/partidas/b163d999/Atletico-Paranaense-Libertad-2022Maio18-Copa-Libertadores,,b163d999,2091c619
256,2022-05-22,19:00,Série A,Rodada da semana 7,dom,Em casa,V,2,1,f205258a,1.4,1.3,42,15.949,Pedro Henrique,4-2-3-1,Flavio Rodrigues De Souza,https://fbref.com/pt/partidas/423cafe5/Atletico-Paranaense-Avai-2022Maio22-Serie-A,,423cafe5,2091c619
257,2022-05-26,19:00,Libertadores,Estágio de grupos,qui,Em casa,V,5,1,2583cf18,2.2,0.8,66,,Pedro Henrique,4-2-3-1,Nicolás Lamolina,https://fbref.com/pt/partidas/5b389f9d/Atletico-Paranaense-Caracas-2022Maio26-Copa-Libertadores,,5b389f9d,2091c619
258,2022-05-29,17:00,Série A,Rodada da semana 8,dom,Visitante,V,1,0,f0e6fb14,1.3,0.6,42,4.539,Erick,4-2-3-1,Wagner do Nascimento Magalhães,https://fbref.com/pt/partidas/fbac54f4/Cuiaba-Atletico-Paranaense-2022Maio29-Serie-A,,fbac54f4,2091c619
259,2022-06-04,19:00,Série A,Rodada da semana 9,sáb,Em casa,E,2,2,712c528f,1.6,2.1,42,19.323,Pedro Henrique,4-2-3-1,Braulio da Silva Machado,https://fbref.com/pt/partidas/fe77ed9b/Atletico-Paranaense-Santos-2022Junho4-Serie-A,,fe77ed9b,2091c619
260,2022-06-08,19:00,Série A,Rodada da semana 10,qua,Visitante,V,3,1,d081b697,1.3,1.7,46,3.590,Pedro Henrique,4-2-3-1,Luiz Flávio de Oliveira,https://fbref.com/pt/partidas/66a4f0f7/Juventude-Atletico-Paranaense-2022Junho8-Serie-A,,66a4f0f7,2091c619
261,2022-06-12,19:00,Série A,Rodada da semana 11,dom,Visitante,E,0,0,a9d0ab0e,0.3,1.4,37,18.167,Nicolás Hernández,4-2-3-1,André Luiz de Freitas Castro,https://fbref.com/pt/partidas/a73d75f9/Fortaleza-Atletico-Paranaense-2022Junho12-Serie-A,,a73d75f9,2091c619
262,2022-06-15,21:30,Série A,Rodada da semana 12,qua,Em casa,E,1,1,bf4acd28,1.6,1.3,45,25.965,Pedro Henrique,4-2-3-1,Leandro Pedro Vuaden,https://fbref.com/pt/partidas/49ce13c2/Atletico-Paranaense-Corinthians-2022Junho15-Serie-A,,49ce13c2,2091c619
263,2022-06-19,16:00,Série A,Rodada da semana 13,dom,Visitante,V,1,0,d680d257,1.6,2.0,40,22.609,Pedro Henrique,4-2-3-1,Luiz Flávio de Oliveira,https://fbref.com/pt/partidas/e51dfff9/Coritiba-Atletico-Paranaense-2022Junho19-Serie-A,,e51dfff9,2091c619
264,2022-06-25,16:30,Série A,Rodada da semana 14,sáb,Em casa,V,4,2,f98930d1,0.8,2.3,30,16.327,Nicolás Hernández,4-2-3-1,Caio Max Augusto Vieira,https://fbref.com/pt/partidas/56bb46af/Atletico-Paranaense-Bragantino-2022Junho25-Serie-A,,56bb46af,2091c619
265,2022-06-28,21:30,Libertadores,Oitavas de final,ter,Em casa,V,2,1,ae107695,1.4,1.3,41,,Pedro Henrique,4-2-3-1,Alexis Herrera,https://fbref.com/pt/partidas/8aa5ffde/Atletico-Paranaense-Libertad-2022Junho28-Copa-Libertadores,Jogo de ida/volta 1 de 2,8aa5ffde,2091c619
266,2022-07-02,21:00,Série A,Rodada da semana 15,sáb,Visitante,V,2,0,abdce579,2.0,3.8,30,39.192,Pedro Henrique,4-2-3-1,Braulio da Silva Machado,https://fbref.com/pt/partidas/5e22e3bf/Palmeiras-Atletico-Paranaense-2022Julho2-Serie-A,,5e22e3bf,2091c619
267,2022-07-05,20:30,Libertadores,Oitavas de final,ter,Visitante,E,1,1,ae107695,1.6,1.8,40,12.735,Pedro Henrique,4-2-3-1,Andrés Cunha,https://fbref.com/pt/partidas/4d32dbee/Libertad-Atletico-Paranaense-2022Julho5-Copa-Libertadores,Jogo de ida/volta 2 de 2; Atl Paranaense venceu,4d32dbee,2091c619
268,2022-07-09,20:30,Série A,Rodada da semana 16,sáb,Visitante,D,1,2,78c617cc,2.4,1.0,65,9.044,Pedro Henrique,4-2-3-1,Raphael Claus,https://fbref.com/pt/partidas/df692903/Goias-Atletico-Paranaense-2022Julho9-Serie-A,,df692903,2091c619
269,2022-07-16,16:30,Série A,Rodada da semana 17,sáb,Em casa,E,0,0,6f7e1f03,2.4,1.6,60,21.402,Pedro Henrique,4-2-3-1,Ramon Abatti Abel,https://fbref.com/pt/partidas/3b523ceb/Atletico-Paranaense-Internacional-2022Julho16-Serie-A,,3b523ceb,2091c619
270,2022-07-20,19:30,Série A,Rodada da semana 18,qua,Em casa,V,4,1,32d508ca,1.9,1.0,42,22.426,Pedro Henrique,4-2-3-1,Bruno Arleu de Araujo,https://fbref.com/pt/partidas/ffa8f843/Atletico-Paranaense-Atletico-Goianiense-2022Julho20-Serie-A,,ffa8f843,2091c619
271,2022-07-23,21:00,Série A,Rodada da semana 19,sáb,Visitante,D,0,2,d9fdd9d9,0.9,0.8,47,8.105,Thiago Heleno,4-2-3-1,Anderson Daronco,https://fbref.com/pt/partidas/f9db809c/Botafogo-RJ-Atletico-Paranaense-2022Julho23-Serie-A,,f9db809c,2091c619
272,2022-07-31,16:00,Série A,Rodada da semana 20,dom,Em casa,V,1,0,5f232eb1,2.5,1.4,40,26.492,Thiago Heleno,4-2-3-1,Marcelo de Lima Henrique,https://fbref.com/pt/partidas/e4234fe2/Atletico-Paranaense-Sao-Paulo-2022Julho31-Serie-A,,e4234fe2,2091c619
273,2022-08-04,21:30,Libertadores,Quartas de final,qui,Em casa,E,0,0,df734df9,1.1,0.8,67,,Thiago Heleno,4-2-3-1,Jesús Valenzuela,https://fbref.com/pt/partidas/3b960316/Atletico-Paranaense-Estudiantes-2022Agosto4-Copa-Libertadores,Jogo de ida/volta 1 de 2,3b960316,2091c619
274,2022-08-07,19:00,Série A,Rodada da semana 21,dom,Visitante,V,3,2,422bb734,1.2,1.5,37,25.119,Erick,4-2-3-1,Braulio da Silva Machado,https://fbref.com/pt/partidas/99a046d3/Atletico-Mineiro-Atletico-Paranaense-2022Agosto7-Serie-A,,99a046d3,2091c619
275,2022-08-11,21:30,Libertadores,Quartas de final,qui,Visitante,V,1,0,df734df9,0.4,1.4,44,,Thiago Heleno,4-2-3-1,Andrés Matonte,https://fbref.com/pt/partidas/91fbbfc6/Estudiantes-Atletico-Paranaense-2022Agosto11-Copa-Libertadores,Jogo de ida/volta 2 de 2; Atl Paranaense venceu,91fbbfc6,2091c619
276,2022-08-14,16:00,Série A,Rodada da semana 22,dom,Visitante,D,0,5,639950ae,0.2,1.9,32,62.716,Erick,4-2-3-1,Wilton Sampaio,https://fbref.com/pt/partidas/18cb8de3/Flamengo-Atletico-Paranaense-2022Agosto14-Serie-A,,18cb8de3,2091c619
277,2022-08-21,18:00,Série A,Rodada da semana 23,dom,Em casa,E,1,1,1f68d780,1.5,0.9,58,15.023,Thiago Heleno,4-2-3-1,Savio Pereira,https://fbref.com/pt/partidas/90a0c5b0/Atletico-Paranaense-America-MG-2022Agosto21-Serie-A,,90a0c5b0,2091c619
278,2022-08-27,21:00,Série A,Rodada da semana 24,sáb,Visitante,E,0,0,2f335e17,0.6,1.0,40,16.754,Erick,4-2-3-1,Vinicius Gonçalves Dias Araujo,https://fbref.com/pt/partidas/aeb92e9b/Ceara-Atletico-Paranaense-2022Agosto27-Serie-A,,aeb92e9b,2091c619
279,2022-08-30,21:30,Libertadores,Semifinais,ter,Em casa,V,1,0,abdce579,1.0,0.8,36,38.963,Fernandinho,4-3-3,Roberto Tobar,https://fbref.com/pt/partidas/b3bdba3a/Atletico-Paranaense-Palmeiras-2022Agosto30-Copa-Libertadores,Jogo de ida/volta 1 de 2,b3bdba3a,2091c619
280,2022-09-03,19:00,Série A,Rodada da semana 25,sáb,Em casa,V,1,0,84d9701c,0.6,0.8,27,14.037,Pablo,4-2-3-1,Flavio Rodrigues De Souza,https://fbref.com/pt/partidas/3b1c4ae4/Atletico-Paranaense-Fluminense-2022Setembro3-Serie-A,,3b1c4ae4,2091c619
281,2022-09-06,21:30,Libertadores,Semifinais,ter,Visitante,E,2,2,abdce579,1.2,1.3,51,,Thiago Heleno,4-3-3,Esteban Ostojich,https://fbref.com/pt/partidas/0fb977af/Palmeiras-Atletico-Paranaense-2022Setembro6-Copa-Libertadores,Jogo de ida/volta 2 de 2; Atl Paranaense venceu,0fb977af,2091c619
282,2022-09-11,11:00,Série A,Rodada da semana 26,dom,Visitante,E,1,1,f205258a,0.8,1.7,31,9.487,Thiago Heleno,4-2-3-1,Paulo Cesar Zanovelli da Silva,https://fbref.com/pt/partidas/15780c6b/Avai-Atletico-Paranaense-2022Setembro11-Serie-A,,15780c6b,2091c619
283,2022-09-18,19:00,Série A,Rodada da semana 27,dom,Em casa,E,2,2,f0e6fb14,1.5,0.6,63,16.524,Thiago Heleno,4-2-3-1,Anderson Daronco,https://fbref.com/pt/partidas/4193440c/Atletico-Paranaense-Cuiaba-2022Setembro18-Serie-A,,4193440c,2091c619
284,2022-09-27,21:00,Série A,Rodada da semana 28,ter,Visitante,D,0,2,712c528f,0.8,0.8,51,7.464,Thiago Heleno,4-2-3-1,Braulio da Silva Machado,https://fbref.com/pt/partidas/3c531a05/Santos-Atletico-Paranaense-2022Setembro27-Serie-A,,3c531a05,2091c619
285,2022-10-01,19:00,Série A,Rodada da semana 29,sáb,Em casa,V,2,0,d081b697,1.5,0.2,52,14.403,Thiago Heleno,4-2-3-1,Maguielson Lima Barbosa,https://fbref.com/pt/partidas/817cd8a9/Atletico-Paranaense-Juventude-2022Outubro1-Serie-A,,817cd8a9,2091c619
