,Data,Horário,Camp.,Rodada,Dia,Local,Resultado,GP,GC,Oponente,xG,xGA,Posse,Público,Capitão,Formação,Árbitro,Relatório da Partida,Notas,id,fgk_equipe
691,2022-11-09,19:00,Série A,Rodada da semana 37,qua,Em casa,E,2,2,bf4acd28,1.8,0.9,52,,Luciano Castán,4-1-4-1,Marcelo de Lima Henrique,https://fbref.com/pt/partidas/7e3dd910/Coritiba-Corinthians-2022Novembro9-Serie-A,,7e3dd910,d680d257
692,2022-11-13,15:00,Série A,Rodada da semana 38,dom,Visitante,D,1,2,f0e6fb14,0.9,3.3,43,,Luciano Castán,4-1-4-1,Flavio Rodrigues De Souza,https://fbref.com/pt/partidas/16014003/Cuiaba-Coritiba-2022Novembro13-Serie-A,,16014003,d680d257
693,2022-04-07,18:15,Sudamericana,Estágio de grupos,qui,Em casa,V,2,0,87ffd947,,,44,,Walter,4-2-3-1,Ivo Méndez,https://fbref.com/pt/partidas/89a6e4ac/Cuiaba-Melgar-2022Abril7-Copa-Sudamericana,,89a6e4ac,f0e6fb14
694,2022-04-10,18:00,Série A,Rodada da semana 1,dom,Visitante,V,1,0,a9d0ab0e,0.4,1.4,35,18.279,Rodriguinho Marinho,4-4-2,Felipe Fernandes de Lima,https://fbref.com/pt/partidas/7959cfb5/Fortaleza-Cuiaba-2022Abril10-Serie-A,,7959cfb5,f0e6fb14
695,2022-04-13,19:15,Sudamericana,Estágio de grupos,qua,Visitante,D,0,2,8e20e13d,,,37,,Rodriguinho Marinho,4-2-3-1,Mario Díaz de Vivar,https://fbref.com/pt/partidas/e620fc7c/Racing-Club-Cuiaba-2022Abril13-Copa-Sudamericana,,e620fc7c,f0e6fb14
696,2022-04-16,20:00,Série A,Rodada da semana 2,sáb,Em casa,D,0,1,84d9701c,0.2,0.7,39,10.791,Paulão,4-4-2,Savio Pereira,https://fbref.com/pt/partidas/71bc0864/Cuiaba-Fluminense-2022Abril16-Serie-A,,71bc0864,f0e6fb14
697,2022-04-24,18:00,Série A,Rodada da semana 3,dom,Visitante,V,1,0,d081b697,1.5,1.8,42,3.920,Walter,4-4-2,Paulo Roberto Alves Júnior,https://fbref.com/pt/partidas/9f31768e/Juventude-Cuiaba-2022Abril24-Serie-A,,9f31768e,f0e6fb14
698,2022-04-27,18:15,Sudamericana,Estágio de grupos,qua,Em casa,D,1,2,9ae9b58c,,,69,,Rodriguinho Marinho,4-2-3-1,Cristián Garay,https://fbref.com/pt/partidas/270bc457/Cuiaba-River-Plate-2022Abril27-Copa-Sudamericana,,270bc457,f0e6fb14
699,2022-04-30,18:00,Série A,Rodada da semana 4,sáb,Em casa,E,1,1,32d508ca,2.4,1.2,51,4.517,Walter,4-2-3-1,Douglas Marques das Flores,https://fbref.com/pt/partidas/039f9649/Cuiaba-Atletico-Goianiense-2022Abril30-Serie-A,,039f9649,f0e6fb14
700,2022-05-03,18:15,Sudamericana,Estágio de grupos,ter,Em casa,D,1,2,8e20e13d,,,31,,Walter,4-2-3-1,Guillermo Guerrero,https://fbref.com/pt/partidas/08fd9678/Cuiaba-Racing-Club-2022Maio3-Copa-Sudamericana,,08fd9678,f0e6fb14
701,2022-05-08,18:00,Série A,Rodada da semana 5,dom,Visitante,D,1,4,712c528f,1.4,2.2,52,7.256,Walter,4-2-3-1,Braulio da Silva Machado,https://fbref.com/pt/partidas/a6410648/Santos-Cuiaba-2022Maio8-Serie-A,,a6410648,f0e6fb14
702,2022-05-15,16:00,Série A,Rodada da semana 6,dom,Visitante,D,1,2,5f232eb1,1.1,2.4,27,27.511,Walter,4-2-3-1,Alexandre Vargas Tavares de Jesus,https://fbref.com/pt/partidas/e2ac95ac/Sao-Paulo-Cuiaba-2022Maio15-Serie-A,,e2ac95ac,f0e6fb14
703,2022-05-18,19:15,Sudamericana,Estágio de grupos,qua,Visitante,V,2,1,9ae9b58c,,,55,,Rafael Gava,4-2-3-1,Álex Cajas,https://fbref.com/pt/partidas/2ef7c8c5/River-Plate-Cuiaba-2022Maio18-Copa-Sudamericana,,2ef7c8c5,f0e6fb14
704,2022-05-21,20:00,Série A,Rodada da semana 7,sáb,Em casa,E,1,1,6f7e1f03,0.9,1.4,43,7.968,Walter,4-2-3-1,Ramon Abatti Abel,https://fbref.com/pt/partidas/5cbfbe3e/Cuiaba-Internacional-2022Maio21-Serie-A,,5cbfbe3e,f0e6fb14
705,2022-05-26,17:15,Sudamericana,Estágio de grupos,qui,Visitante,D,1,3,87ffd947,,,43,,Rafael Gava,4-4-2,Jhon Hinestroza,https://fbref.com/pt/partidas/51c668df/Melgar-Cuiaba-2022Maio26-Copa-Sudamericana,,51c668df,f0e6fb14
706,2022-05-29,17:00,Série A,Rodada da semana 8,dom,Em casa,D,0,1,2091c619,0.6,1.3,58,4.539,Walter,4-2-3-1,Wagner do Nascimento Magalhães,https://fbref.com/pt/partidas/fbac54f4/Cuiaba-Atletico-Paranaense-2022Maio29-Serie-A,,fbac54f4,f0e6fb14
707,2022-06-04,16:30,Série A,Rodada da semana 9,sáb,Visitante,D,1,2,1f68d780,0.4,0.8,49,2.720,Uendel,4-2-3-1,Raphael Claus,https://fbref.com/pt/partidas/d413f5fb/America-MG-Cuiaba-2022Junho4-Serie-A,,d413f5fb,f0e6fb14
708,2022-06-07,20:30,Série A,Rodada da semana 10,ter,Em casa,V,1,0,bf4acd28,0.8,0.6,39,22.129,Uendel,4-2-3-1,Marcelo de Lima Henrique,https://fbref.com/pt/partidas/2d3ff375/Cuiaba-Corinthians-2022Junho7-Serie-A,,2d3ff375,f0e6fb14
709,2022-06-11,18:00,Série A,Rodada da semana 11,sáb,Em casa,E,1,1,f98930d1,1.8,0.9,44,4.476,Walter,4-3-3,Paulo Roberto Alves Júnior,https://fbref.com/pt/partidas/313c559d/Cuiaba-Bragantino-2022Junho11-Serie-A,,313c559d,f0e6fb14
710,2022-06-15,20:30,Série A,Rodada da semana 12,qua,Visitante,D,0,2,639950ae,0.2,1.7,38,43.930,Walter,4-4-2,Savio Pereira,https://fbref.com/pt/partidas/6669f42d/Flamengo-Cuiaba-2022Junho15-Serie-A,,6669f42d,f0e6fb14
711,2022-06-18,18:00,Série A,Rodada da semana 13,sáb,Em casa,E,0,0,2f335e17,0.6,0.5,46,7.512,Walter,4-4-2,Flavio Rodrigues De Souza,https://fbref.com/pt/partidas/88b1b787/Cuiaba-Ceara-2022Junho18-Serie-A,,88b1b787,f0e6fb14
712,2022-06-26,18:00,Série A,Rodada da semana 14,dom,Visitante,D,0,1,78c617cc,1.1,0.9,54,8.871,Walter,4-3-3,Rodolpho Toski Marques,https://fbref.com/pt/partidas/b67b0c59/Goias-Cuiaba-2022Junho26-Serie-A,,b67b0c59,f0e6fb14
713,2022-07-03,11:00,Série A,Rodada da semana 15,dom,Visitante,V,2,1,f205258a,1.4,1.1,41,13.103,Walter,4-1-4-1,Jean Pierre Goncalves Lima,https://fbref.com/pt/partidas/6f679f01/Avai-Cuiaba-2022Julho3-Serie-A,,6f679f01,f0e6fb14
714,2022-07-10,18:00,Série A,Rodada da semana 16,dom,Em casa,V,2,0,d9fdd9d9,1.2,0.2,47,14.719,Walter,4-1-4-1,Jefferson Ferreira de Moraes,https://fbref.com/pt/partidas/db0717b6/Cuiaba-Botafogo-RJ-2022Julho10-Serie-A,,db0717b6,f0e6fb14
715,2022-07-18,20:00,Série A,Rodada da semana 17,seg,Visitante,D,0,1,abdce579,0.2,1.5,39,39.033,Walter,3-4-3,Anderson Daronco,https://fbref.com/pt/partidas/a5cb4a8c/Palmeiras-Cuiaba-2022Julho18-Serie-A,,a5cb4a8c,f0e6fb14
716,2022-07-21,18:00,Série A,Rodada da semana 18,qui,Em casa,E,1,1,422bb734,1.9,0.8,32,18.584,Walter,4-1-4-1,Jean Pierre Goncalves Lima,https://fbref.com/pt/partidas/53412d7f/Cuiaba-Atletico-Mineiro-2022Julho21-Serie-A,,53412d7f,f0e6fb14
717,2022-07-25,20:00,Série A,Rodada da semana 19,seg,Visitante,D,0,1,d680d257,0.3,0.4,58,19.181,Walter,4-1-4-1,Braulio da Silva Machado,https://fbref.com/pt/partidas/25d5b9bd/Coritiba-Cuiaba-2022Julho25-Serie-A,,25d5b9bd,f0e6fb14
718,2022-07-31,17:00,Série A,Rodada da semana 20,dom,Em casa,D,0,1,a9d0ab0e,1.4,0.6,56,9.567,Walter,4-1-4-1,Paulo Cesar Zanovelli da Silva,https://fbref.com/pt/partidas/356e8b89/Cuiaba-Fortaleza-2022Julho31-Serie-A,,356e8b89,f0e6fb14
719,2022-08-07,16:00,Série A,Rodada da semana 21,dom,Visitante,D,0,1,84d9701c,0.4,0.7,35,46.323,Walter,3-4-3,Flavio Rodrigues De Souza,https://fbref.com/pt/partidas/ee1ada1c/Fluminense-Cuiaba-2022Agosto7-Serie-A,,ee1ada1c,f0e6fb14
720,2022-08-13,19:30,Série A,Rodada da semana 22,sáb,Em casa,V,1,0,d081b697,1.8,0.2,45,6.909,Walter,3-4-3,Marielson Alves Silva,https://fbref.com/pt/partidas/0506a71f/Cuiaba-Juventude-2022Agosto13-Serie-A,,0506a71f,f0e6fb14
721,2022-08-21,18:00,Série A,Rodada da semana 23,dom,Visitante,E,1,1,32d508ca,1.9,0.4,63,4.578,Walter,4-1-4-1,Anderson Daronco,https://fbref.com/pt/partidas/2f90b457/Atletico-Goianiense-Cuiaba-2022Agosto21-Serie-A,,2f90b457,f0e6fb14
722,2022-08-28,17:00,Série A,Rodada da semana 24,dom,Em casa,E,0,0,712c528f,1.3,0.5,47,19.136,Walter,3-4-3,Jean Pierre Goncalves Lima,https://fbref.com/pt/partidas/eaf37b7a/Cuiaba-Santos-2022Agosto28-Serie-A,,eaf37b7a,f0e6fb14
723,2022-09-04,18:00,Série A,Rodada da semana 25,dom,Em casa,E,1,1,5f232eb1,2.2,1.2,34,33.050,Walter,3-4-3,Wagner do Nascimento Magalhães,https://fbref.com/pt/partidas/e4a2ef03/Cuiaba-Sao-Paulo-2022Setembro4-Serie-A,,e4a2ef03,f0e6fb14
724,2022-09-10,16:30,Série A,Rodada da semana 26,sáb,Visitante,D,0,1,6f7e1f03,0.0,1.5,33,30.719,Marllon Borges,3-4-3,Maguielson Lima Barbosa,https://fbref.com/pt/partidas/6554298f/Internacional-Cuiaba-2022Setembro10-Serie-A,,6554298f,f0e6fb14
725,2022-09-18,19:00,Série A,Rodada da semana 27,dom,Visitante,E,2,2,2091c619,0.6,1.5,37,16.524,Marllon Borges,5-4-1,Anderson Daronco,https://fbref.com/pt/partidas/4193440c/Atletico-Paranaense-Cuiaba-2022Setembro18-Serie-A,,4193440c,f0e6fb14
726,2022-09-28,20:00,Série A,Rodada da semana 28,qua,Em casa,V,2,1,1f68d780,0.5,2.7,42,3.364,Marllon Borges,3-5-2,Dyorgines José Padovani Andrade,https://fbref.com/pt/partidas/a7698e81/Cuiaba-America-MG-2022Setembro28-Serie-A,,a7698e81,f0e6fb14
727,2022-10-01,21:00,Série A,Rodada da semana 29,sáb,Visitante,D,0,2,bf4acd28,0.4,1.4,40,37.681,Marllon Borges,5-4-1,Caio Max Augusto Vieira,https://fbref.com/pt/partidas/7f2dfb48/Corinthians-Cuiaba-2022Outubro1-Serie-A,,7f2dfb48,f0e6fb14
728,2022-10-05,19:00,Série A,Rodada da semana 30,qua,Visitante,D,1,2,f98930d1,1.3,1.4,54,2.704,Camilo,4-4-2,Jefferson Ferreira de Moraes,https://fbref.com/pt/partidas/9cfb2354/Bragantino-Cuiaba-2022Outubro5-Serie-A,,9cfb2354,f0e6fb14
729,2022-10-08,18:00,Série A,Rodada da semana 31,sáb,Em casa,D,1,2,639950ae,1.7,2.7,46,40.059,Marllon Borges,5-4-1,Raphael Claus,https://fbref.com/pt/partidas/19241fd2/Cuiaba-Flamengo-2022Outubro8-Serie-A,,19241fd2,f0e6fb14
730,2022-10-16,16:00,Série A,Rodada da semana 32,dom,Visitante,E,1,1,2f335e17,0.6,1.9,35,41.242,João Carlos,5-4-1,Caio Max Augusto Vieira,https://fbref.com/pt/partidas/5684fceb/Ceara-Cuiaba-2022Outubro16-Serie-A,,5684fceb,f0e6fb14
731,2022-10-23,17:00,Série A,Rodada da semana 33,dom,Em casa,D,1,2,78c617cc,1.6,0.6,71,,Marllon Borges,3-5-1-1,Dyorgines José Padovani Andrade,https://fbref.com/pt/partidas/e1fd3cf2/Cuiaba-Goias-2022Outubro23-Serie-A,,e1fd3cf2,f0e6fb14
732,2022-10-27,19:00,Série A,Rodada da semana 34,qui,Em casa,V,1,0,f205258a,0.8,1.3,48,,Walter,4-1-4-1,Luiz Flávio de Oliveira,https://fbref.com/pt/partidas/56770c40/Cuiaba-Avai-2022Outubro27-Serie-A,,56770c40,f0e6fb14
733,2022-11-01,19:00,Série A,Rodada da semana 35,ter,Visitante,V,2,0,d9fdd9d9,1.1,1.2,33,16.365,Walter,3-4-1-2,Jean Pierre Goncalves Lima,https://fbref.com/pt/partidas/9397a6cb/Botafogo-RJ-Cuiaba-2022Novembro1-Serie-A,,9397a6cb,f0e6fb14
734,2022-11-06,17:30,Série A,Rodada da semana 36,dom,Em casa,E,1,1,abdce579,1.1,2.6,34,,Walter,3-4-1-2,Braulio da Silva Machado,https://fbref.com/pt/partidas/9c1e4510/Cuiaba-Palmeiras-2022Novembro6-Serie-A,,9c1e4510,f0e6fb14
735,2022-11-10,20:00,Série A,Rodada da semana 37,qui,Visitante,D,0,3,422bb734,0.5,2.9,35,,Walter,4-2-3-1,Bruno Arleu de Araujo,https://fbref.com/pt/partidas/230816f7/Atletico-Mineiro-Cuiaba-2022Novembro10-Serie-A,,230816f7,f0e6fb14
736,2022-11-13,15:00,Série A,Rodada da semana 38,dom,Em casa,V,2,1,d680d257,3.3,0.9,57,,Walter,4-1-4-1,Flavio Rodrigues De Souza,https://fbref.com/pt/partidas/16014003/Cuiaba-Coritiba-2022Novembro13-Serie-A,,16014003,f0e6fb14
737,2022-04-05,19:15,Sudamericana,Estágio de grupos,ter,Em casa,V,2,1,40bb0ce9,,,60,,Luiz Otávio,4-3-3,Leodán González,https://fbref.com/pt/partidas/f485a2ae/Ceara-Independiente-2022Abril5-Copa-Sudamericana,,f485a2ae,2f335e17
738,2022-04-09,21:00,Série A,Rodada da semana 1,sáb,Visitante,V,3,2,abdce579,1.5,2.5,44,27.100,Luiz Otávio,4-3-3,Caio Max Augusto Vieira,https://fbref.com/pt/partidas/c90739cb/Palmeiras-Ceara-2022Abril9-Serie-A,,c90739cb,2f335e17
739,2022-04-12,18:15,Sudamericana,Estágio de grupos,ter,Visitante,V,2,0,0f8ef17f,,,48,,Luiz Otávio,4-3-3,Ivo Méndez,https://fbref.com/pt/partidas/0993c4f3/Deportivo-La-Guaira-Ceara-2022Abril12-Copa-Sudamericana,,0993c4f3,2f335e17
740,2022-04-17,19:00,Série A,Rodada da semana 2,dom,Em casa,D,1,3,d9fdd9d9,1.2,1.6,65,33.734,Luiz Otávio,4-3-3,Raphael Claus,https://fbref.com/pt/partidas/e893f912/Ceara-Botafogo-RJ-2022Abril17-Serie-A,,e893f912,2f335e17
741,2022-04-26,18:15,Sudamericana,Estágio de grupos,ter,Visitante,V,2,0,789c2535,,,54,,Vinícius,4-3-3,Jhon Hinestroza,https://fbref.com/pt/partidas/79c6f683/Club-General-Caballero-JLM-Ceara-2022Abril26-Copa-Sudamericana,,79c6f683,2f335e17
742,2022-04-30,16:30,Série A,Rodada da semana 4,sáb,Em casa,D,0,1,f98930d1,0.7,1.2,56,23.211,Vinícius,4-3-3,Ramon Abatti Abel,https://fbref.com/pt/partidas/8bce6549/Ceara-Bragantino-2022Abril30-Serie-A,,8bce6549,2f335e17
743,2022-05-03,21:30,Sudamericana,Estágio de grupos,ter,Em casa,V,3,0,0f8ef17f,,,65,,Messias,4-3-3,Christian Ferreyra,https://fbref.com/pt/partidas/a2c15d78/Ceara-Deportivo-La-Guaira-2022Maio3-Copa-Sudamericana,,a2c15d78,2f335e17
744,2022-05-07,20:30,Série A,Rodada da semana 5,sáb,Visitante,D,0,1,2091c619,1.1,1.7,59,22.659,Vinícius,4-2-3-1,Leandro Pedro Vuaden,https://fbref.com/pt/partidas/0f228844/Atletico-Paranaense-Ceara-2022Maio7-Serie-A,,0f228844,2f335e17
745,2022-05-14,16:30,Série A,Rodada da semana 6,sáb,Em casa,E,2,2,639950ae,1.0,0.7,42,52.139,Vinícius,4-2-3-1,Luiz Flávio de Oliveira,https://fbref.com/pt/partidas/174ce578/Ceara-Flamengo-2022Maio14-Serie-A,,174ce578,2f335e17
746,2022-05-17,19:15,Sudamericana,Estágio de grupos,ter,Em casa,V,6,0,789c2535,,,75,,Luiz Otávio,4-3-3,Jesús Cartagena,https://fbref.com/pt/partidas/9a3e2226/Ceara-Club-General-Caballero-JLM-2022Maio17-Copa-Sudamericana,,9a3e2226,2f335e17
747,2022-05-21,18:30,Série A,Rodada da semana 7,sáb,Visitante,E,0,0,712c528f,0.7,1.4,49,25.797,Messias,4-3-3,Savio Pereira,https://fbref.com/pt/partidas/7e31d180/Santos-Ceara-2022Maio21-Serie-A,,7e31d180,2f335e17
748,2022-05-25,21:30,Sudamericana,Estágio de grupos,qua,Visitante,V,2,0,40bb0ce9,,,37,,Luiz Otávio,4-3-3,Christian Ferreyra,https://fbref.com/pt/partidas/50b7de16/Independiente-Ceara-2022Maio25-Copa-Sudamericana,,50b7de16,2f335e17
749,2022-05-28,19:00,Série A,Rodada da semana 8,sáb,Visitante,E,2,2,5f232eb1,1.0,1.0,49,32.977,Luiz Otávio,4-3-3,Bruno Arleu de Araujo,https://fbref.com/pt/partidas/01289443/Sao-Paulo-Ceara-2022Maio28-Serie-A,,01289443,2f335e17
750,2022-06-01,20:30,Série A,Rodada da semana 3,qua,Visitante,V,1,0,a9d0ab0e,2.0,0.7,58,37.372,Luiz Otávio,4-3-3,Braulio da Silva Machado,https://fbref.com/pt/partidas/9a7f9b79/Fortaleza-Ceara-2022Junho1-Serie-A,,9a7f9b79,2f335e17
751,2022-06-04,19:00,Série A,Rodada da semana 9,sáb,Em casa,E,1,1,d680d257,1.2,0.9,52,27.602,Vinícius,4-2-3-1,Flavio Rodrigues De Souza,https://fbref.com/pt/partidas/1e472e36/Ceara-Coritiba-2022Junho4-Serie-A,,1e472e36,2f335e17
752,2022-06-08,19:00,Série A,Rodada da semana 10,qua,Visitante,V,2,0,1f68d780,1.3,0.7,43,2.132,Vinícius,4-3-3,Douglas Marques das Flores,https://fbref.com/pt/partidas/1bfc093f/America-MG-Ceara-2022Junho8-Serie-A,,1bfc093f,2f335e17
753,2022-06-12,16:00,Série A,Rodada da semana 11,dom,Visitante,E,1,1,78c617cc,1.6,1.3,50,9.011,Vinícius,4-3-3,Wagner do Nascimento Magalhães,https://fbref.com/pt/partidas/9292c1ad/Goias-Ceara-2022Junho12-Serie-A,,9292c1ad,2f335e17
754,2022-06-15,19:00,Série A,Rodada da semana 12,qua,Em casa,E,0,0,422bb734,0.8,1.0,52,26.774,Luiz Otávio,4-3-3,Luiz Flávio de Oliveira,https://fbref.com/pt/partidas/144d2f16/Ceara-Atletico-Mineiro-2022Junho15-Serie-A,,144d2f16,2f335e17
755,2022-06-18,18:00,Série A,Rodada da semana 13,sáb,Visitante,E,0,0,f0e6fb14,0.5,0.6,54,7.512,Luiz Otávio,4-3-3,Flavio Rodrigues De Souza,https://fbref.com/pt/partidas/88b1b787/Cuiaba-Ceara-2022Junho18-Serie-A,,88b1b787,2f335e17
756,2022-06-26,18:00,Série A,Rodada da semana 14,dom,Em casa,E,1,1,32d508ca,0.8,0.7,49,21.374,Luiz Otávio,4-3-3,Douglas Marques das Flores,https://fbref.com/pt/partidas/4645c3e2/Ceara-Atletico-Goianiense-2022Junho26-Serie-A,,4645c3e2,2f335e17
757,2022-06-29,18:15,Sudamericana,Oitavas de final,qua,Visitante,V,2,1,6dcc14bf,,,45,,Luiz Otávio,4-3-3,Esteban Ostojich,https://fbref.com/pt/partidas/c36f0a21/The-Strongest-Ceara-2022Junho29-Copa-Sudamericana,Jogo de ida/volta 1 de 2,c36f0a21,2f335e17
758,2022-07-02,19:00,Série A,Rodada da semana 15,sáb,Em casa,E,1,1,6f7e1f03,1.1,1.5,62,23.283,Messias,4-2-3-1,Rodolpho Toski Marques,https://fbref.com/pt/partidas/378f0336/Ceara-Internacional-2022Julho2-Serie-A,,378f0336,2f335e17
759,2022-07-06,19:15,Sudamericana,Oitavas de final,qua,Em casa,V,3,0,6dcc14bf,,,57,46.231,Luiz Otávio,4-2-3-1,Derlis López,https://fbref.com/pt/partidas/5971554b/Ceara-The-Strongest-2022Julho6-Copa-Sudamericana,Jogo de ida/volta 2 de 2; Ceará venceu,5971554b,2f335e17
760,2022-07-09,19:00,Série A,Rodada da semana 16,sáb,Visitante,D,1,2,84d9701c,1.8,1.5,41,63.707,Luiz Otávio,4-2-4-0,Luiz Flávio de Oliveira,https://fbref.com/pt/partidas/1215db7e/Fluminense-Ceara-2022Julho9-Serie-A,,1215db7e,2f335e17
761,2022-07-16,21:00,Série A,Rodada da semana 17,sáb,Em casa,V,3,1,bf4acd28,2.2,1.3,45,28.683,Luiz Otávio,4-4-2,Leandro Pedro Vuaden,https://fbref.com/pt/partidas/f7276f11/Ceara-Corinthians-2022Julho16-Serie-A,,f7276f11,2f335e17
762,2022-07-19,21:30,Série A,Rodada da semana 18,ter,Em casa,V,1,0,f205258a,1.4,1.0,46,37.567,Luiz Otávio,4-2-3-1,Caio Max Augusto Vieira,https://fbref.com/pt/partidas/884d873d/Ceara-Avai-2022Julho19-Serie-A,,884d873d,2f335e17
763,2022-07-24,16:00,Série A,Rodada da semana 19,dom,Visitante,D,0,1,d081b697,1.3,0.7,56,4.445,Luiz Otávio,4-2-3-1,Felipe Fernandes de Lima,https://fbref.com/pt/partidas/6b6abf8e/Juventude-Ceara-2022Julho24-Serie-A,,6b6abf8e,2f335e17
764,2022-07-30,16:30,Série A,Rodada da semana 20,sáb,Em casa,D,1,2,abdce579,1.2,1.4,47,40.912,Vinícius,4-2-3-1,Anderson Daronco,https://fbref.com/pt/partidas/c2b7baa2/Ceara-Palmeiras-2022Julho30-Serie-A,,c2b7baa2,2f335e17
765,2022-08-03,19:15,Sudamericana,Quartas de final,qua,Visitante,D,0,1,5f232eb1,,,42,52.388,Luiz Otávio,4-3-3,Piero Maza,https://fbref.com/pt/partidas/1323716a/Sao-Paulo-Ceara-2022Agosto3-Copa-Sudamericana,Jogo de ida/volta 1 de 2,1323716a,2f335e17
766,2022-08-06,16:30,Série A,Rodada da semana 21,sáb,Visitante,E,1,1,d9fdd9d9,2.2,0.6,60,21.657,Luiz Otávio,4-2-3-1,Raphael Claus,https://fbref.com/pt/partidas/6070ce37/Botafogo-RJ-Ceara-2022Agosto6-Serie-A,,6070ce37,2f335e17
767,2022-08-10,19:15,Sudamericana,Quartas de final,qua,Em casa,V,2 (3),1 (4),5f232eb1,,,51,,Luiz Otávio,4-2-3-1,Fernando Rapallini,https://fbref.com/pt/partidas/d98d7dc2/Ceara-Sao-Paulo-2022Agosto10-Copa-Sudamericana,Jogo de ida/volta 2 de 2; São Paulo venceu; São Paulo venceu por,d98d7dc2,2f335e17
768,2022-08-14,16:00,Série A,Rodada da semana 22,dom,Em casa,D,0,1,a9d0ab0e,0.6,1.2,64,33.355,Vinícius,4-2-3-1,Jean Pierre Goncalves Lima,https://fbref.com/pt/partidas/974d6ace/Ceara-Fortaleza-2022Agosto14-Serie-A,,974d6ace,2f335e17
769,2022-08-21,18:00,Série A,Rodada da semana 23,dom,Visitante,E,1,1,f98930d1,1.3,3.1,43,2.488,Luiz Otávio,4-2-3-1,Bruno Arleu de Araujo,https://fbref.com/pt/partidas/29562e92/Bragantino-Ceara-2022Agosto21-Serie-A,,29562e92,2f335e17
770,2022-08-27,21:00,Série A,Rodada da semana 24,sáb,Em casa,E,0,0,2091c619,1.0,0.6,60,16.754,João Ricardo Riedi,4-2-3-1,Vinicius Gonçalves Dias Araujo,https://fbref.com/pt/partidas/aeb92e9b/Ceara-Atletico-Paranaense-2022Agosto27-Serie-A,,aeb92e9b,2f335e17
771,2022-09-04,11:00,Série A,Rodada da semana 25,dom,Visitante,E,1,1,639950ae,0.3,1.1,38,64.387,João Ricardo Riedi,4-2-3-1,Paulo Cesar Zanovelli da Silva,https://fbref.com/pt/partidas/77ab7b90/Flamengo-Ceara-2022Setembro4-Serie-A,,77ab7b90,2f335e17
772,2022-09-10,16:30,Série A,Rodada da semana 26,sáb,Em casa,V,2,1,712c528f,0.8,0.9,44,38.339,João Ricardo Riedi,4-2-3-1,Braulio da Silva Machado,https://fbref.com/pt/partidas/19fd8e2d/Ceara-Santos-2022Setembro10-Serie-A,,19fd8e2d,2f335e17
773,2022-09-18,16:00,Série A,Rodada da semana 27,dom,Em casa,D,0,2,5f232eb1,0.5,2.7,39,43.000,Luiz Otávio,4-2-3-1,Maguielson Lima Barbosa,https://fbref.com/pt/partidas/bd097223/Ceara-Sao-Paulo-2022Setembro18-Serie-A,,bd097223,2f335e17
774,2022-09-28,19:00,Série A,Rodada da semana 28,qua,Visitante,D,0,1,d680d257,0.3,1.0,68,14.735,João Ricardo Riedi,4-2-3-1,Raphael Claus,https://fbref.com/pt/partidas/dd22d227/Coritiba-Ceara-2022Setembro28-Serie-A,,dd22d227,2f335e17
775,2022-10-01,15:00,Série A,Rodada da semana 29,sáb,Em casa,D,1,2,1f68d780,1.8,1.3,61,13.976,Luiz Otávio,4-2-3-1,Edina Alves Batista,https://fbref.com/pt/partidas/f300dbc3/Ceara-America-MG-2022Outubro1-Serie-A,,f300dbc3,2f335e17
776,2022-10-05,19:00,Série A,Rodada da semana 30,qua,Em casa,E,1,1,78c617cc,1.0,1.2,52,16.702,Luiz Otávio,3-4-1-2,Vinicius Gonçalves Dias Araujo,https://fbref.com/pt/partidas/b6e0f157/Ceara-Goias-2022Outubro5-Serie-A,,b6e0f157,2f335e17
777,2022-10-09,18:00,Série A,Rodada da semana 31,dom,Visitante,E,0,0,422bb734,0.5,1.3,37,34.718,Luiz Otávio,4-3-3,Flavio Rodrigues De Souza,https://fbref.com/pt/partidas/29a869b3/Atletico-Mineiro-Ceara-2022Outubro9-Serie-A,,29a869b3,2f335e17
778,2022-10-16,16:00,Série A,Rodada da semana 32,dom,Em casa,E,1,1,f0e6fb14,1.9,0.6,65,41.242,Luiz Otávio,3-4-3,Caio Max Augusto Vieira,https://fbref.com/pt/partidas/5684fceb/Ceara-Cuiaba-2022Outubro16-Serie-A,,5684fceb,2f335e17
779,2022-10-23,18:00,Série A,Rodada da semana 33,dom,Visitante,D,0,1,32d508ca,1.0,0.5,60,,Luiz Otávio,3-4-3,Luiz Flávio de Oliveira,https://fbref.com/pt/partidas/dc9709ed/Atletico-Goianiense-Ceara-2022Outubro23-Serie-A,,dc9709ed,2f335e17
780,2022-10-26,21:45,Série A,Rodada da semana 34,qua,Visitante,D,1,2,6f7e1f03,1.5,2.2,38,,Luiz Otávio,4-4-2,Ramon Abatti Abel,https://fbref.com/pt/partidas/5b8271d0/Internacional-Ceara-2022Outubro26-Serie-A,,5b8271d0,2f335e17
781,2022-10-31,20:00,Série A,Rodada da semana 35,seg,Em casa,D,0,1,84d9701c,0.5,2.0,30,,João Ricardo Riedi,4-2-3-1,Raphael Claus,https://fbref.com/pt/partidas/9c0cb381/Ceara-Fluminense-2022Outubro31-Serie-A,,9c0cb381,2f335e17
782,2022-11-05,20:30,Série A,Rodada da semana 36,sáb,Visitante,D,0,1,bf4acd28,0.4,2.5,37,41.335,Luiz Otávio,4-5-1,Bruno Arleu de Araujo,https://fbref.com/pt/partidas/5bb48037/Corinthians-Ceara-2022Novembro5-Serie-A,,5bb48037,2f335e17
